Wl;L (W m-2 ste-1 nm-1);fwhm
1094.16;0.21689294;
1094.4;0.22979629;
1094.64;0.27459739;
1094.88;0.20468295;
1095.12;0.18293311;
1095.36;0.16545828;
1095.6;0.14702856;
1095.84;0.21489456;
1096.08;0.21968801;
1096.32;0.18181799;
1096.56;0.03729362;
1096.8;0.12950481;
1097.04;0.2256449;
1097.28;0.17866105;
1097.52;0.18876279;
1097.76;0.23098627;
1098;0.28106912;
1098.24;0.10260025;
1098.48;0.20936586;
1098.72;0.24212233;
1098.96;0.35657102;
1099.2;0.27439187;
1099.44;0.068443778;
1099.68;0.222982;
1099.92;0.22519852;
1100.16;0.31168023;
1100.4;3.15E-10;
1100.64;1.89E-10;
1100.88;1.13E-10;
1101.12;1.44E-10;
1101.36;1.66E-10;
1101.6;3.04E-10;
1101.84;1.50E-10;
1102.08;2.48E-10;
1102.32;1.85E-10;
1102.56;1.74E-10;
1102.8;5.23E-11;
1103.04;9.70E-11;
1103.28;2.25E-10;
1103.52;2.02E-10;
1103.76;1.75E-10;
1104;5.16E-11;
1104.24;1.23E-10;
1104.48;1.93E-10;
1104.72;1.50E-10;
1104.96;8.06E-11;
1105.2;8.50E-11;
1105.44;8.99E-11;
1105.68;1.64E-10;
1105.92;1.28E-10;
1106.16;9.62E-11;
1106.4;8.82E-11;
1106.64;1.84E-10;
1106.88;2.13E-10;
1107.12;2.08E-10;
1107.36;2.49E-10;
1107.6;1.33E-10;
1107.84;5.04E-11;
1108.08;1.39E-10;
1108.32;7.81E-11;
1108.56;4.84E-11;
1108.8;4.28E-11;
1109.04;3.55E-11;
1109.28;7.15E-11;
1109.52;9.25E-11;
1109.76;5.23E-11;
1110;-1.32E-11;
1110.24;1.94E-12;
1110.48;1.20E-10;
1110.72;1.17E-10;
1110.96;3.50E-11;
1111.2;7.39E-11;
1111.44;1.60E-10;
1111.68;9.78E-11;
1111.92;8.92E-11;
1112.16;1.20E-10;
1112.4;9.64E-11;
1112.64;6.95E-11;
1112.88;8.91E-11;
1113.12;1.34E-10;
1113.36;2.24E-10;
1113.6;1.48E-10;
1113.84;4.00E-11;
1114.08;-3.57E-13;
1114.32;8.20E-11;
1114.56;6.65E-11;
1114.8;2.21E-11;
1115.04;-1.64E-11;
1115.28;4.77E-11;
1115.52;1.18E-10;
1115.76;-7.33E-11;
1116;-3.65E-11;
1116.24;3.58E-11;
1116.48;1.21E-10;
1116.72;3.96E-11;
1116.96;4.85E-11;
1117.2;-1.60E-11;
1117.44;-1.07E-10;
1117.68;2.17E-11;
1117.92;3.29E-11;
1118.16;-2.67E-11;
1118.4;-1.38E-11;
1118.64;-1.34E-10;
1118.88;-2.29E-11;
1119.12;9.46E-11;
1119.36;2.12E-10;
1119.6;3.30E-10;
1119.84;4.47E-10;
1120.08;5.65E-10;
1120.32;6.82E-10;
1120.56;8.00E-10;
