Wl;L (W m-2 ste-1 nm-1);fwhm
488.16;0.41555232;
488.4;0.4210462;
488.64;0.4217185;
488.88;0.41981181;
489.12;0.41586996;
489.36;0.41247155;
489.6;0.40801748;
489.84;0.4045978;
490.08;0.4015294;
490.32;0.39423893;
490.56;0.38769281;
490.8;0.39037537;
491.04;0.40011008;
491.28;0.41026279;
491.52;0.41737144;
491.76;0.41942406;
492;0.41604463;
492.24;0.4132096;
492.48;0.41562172;
492.72;0.42108212;
492.96;0.42690478;
493.2;0.43153568;
493.44;0.43189479;
493.68;0.42978162;
493.92;0.42469609;
494.16;0.41847663;
494.4;0.41613622;
494.64;0.41869103;
494.88;0.42288703;
495.12;0.42503173;
495.36;0.42360406;
495.6;0.42398784;
495.84;0.42473315;
496.08;0.42443623;
496.32;0.41892656;
496.56;0.41122799;
496.8;0.40623817;
497.04;0.40497413;
497.28;0.40904719;
497.52;0.41596906;
497.76;0.42128125;
498;0.42313301;
498.24;0.4221251;
498.48;0.41819849;
498.72;0.4115648;
498.96;0.4063282;
499.2;0.40502793;
499.44;0.40487497;
499.68;0.40369712;
499.92;0.40210633;
500.16;0.40060816;
500.4;0.40144596;
500.64;0.40513228;
500.88;0.40924697;
501.12;0.41236606;
501.36;0.41568952;
501.6;0.41929257;
501.84;0.41979824;
502.08;0.41452378;
502.32;0.40660919;
502.56;0.39969149;
502.8;0.39938423;
503.04;0.40532156;
503.28;0.40932215;
503.52;0.41046307;
503.76;0.41142361;
504;0.41506167;
504.24;0.41964786;
504.48;0.42127377;
504.72;0.41956018;
504.96;0.4156274;
505.2;0.41184405;
505.44;0.40884282;
505.68;0.40574599;
505.92;0.40470464;
506.16;0.4010655;
506.4;0.39709017;
506.64;0.39666864;
506.88;0.39890943;
507.12;0.40458546;
507.36;0.41165836;
507.6;0.41667079;
507.84;0.41873803;
508.08;0.41573809;
508.32;0.41023752;
508.56;0.40884877;
508.8;0.40847091;
509.04;0.40778534;
509.28;0.40853266;
509.52;0.41001197;
509.76;0.41305615;
510;0.41702024;
510.24;0.41846864;
510.48;0.41757697;
510.72;0.41406566;
510.96;0.40739512;
511.2;0.40252985;
511.44;0.39982372;
511.68;0.3985873;
511.92;0.40094999;
512.16;0.39710909;
512.4;0.3939245;
512.64;0.39045889;
512.88;0.39014856;
513.12;0.39125603;
513.36;0.39371963;
513.6;0.39572933;
513.84;0.39683199;
514.08;0.39822564;
514.32;0.39855298;
514.56;0.39520089;
514.8;0.38515061;
515.04;0.36668413;
515.28;0.34710039;
515.52;0.33468432;
515.76;0.33321293;
516;0.34363122;
516.24;0.35775119;
516.48;0.36413839;
516.72;0.36007854;
516.96;0.35323992;
517.2;0.35288139;
517.44;0.36000569;
517.68;0.3683535;
517.92;0.3746337;
518.16;0.37882803;
518.4;0.38401257;
518.64;0.38648829;
518.88;0.38614561;
519.12;0.38254851;
519.36;0.38096231;
519.6;0.38327189;
519.84;0.38690395;
520.08;0.38981199;
520.32;0.39188346;
520.56;0.39263668;
520.8;0.3908434;
521.04;0.38641676;
521.28;0.38013662;
521.52;0.37876465;
521.76;0.38164951;
522;0.38860721;
522.24;0.39587147;
522.48;0.40267579;
522.72;0.40803343;
522.96;0.4094363;
523.2;0.40767657;
523.44;0.40564069;
523.68;0.40406273;
523.92;0.40292902;
524.16;0.40375139;
524.4;0.40400215;
524.64;0.39524855;
524.88;0.38120126;
525.12;0.36615285;
525.36;0.35880151;
525.6;0.35896351;
525.84;0.36628611;
526.08;0.37705173;
526.32;0.38657001;
526.56;0.39248874;
526.8;0.39562956;
527.04;0.39922674;
527.28;0.40489297;
527.52;0.41057193;
527.76;0.41448113;
528;0.41170599;
528.24;0.40402894;
528.48;0.39936806;
528.72;0.39939803;
528.96;0.40389725;
529.2;0.41073615;
529.44;0.41454253;
529.68;0.41628871;
529.92;0.41616278;
530.16;0.41361357;
530.4;0.41018447;
530.64;0.40627426;
530.88;0.39934306;
531.12;0.39119574;
531.36;0.38575091;
531.6;0.38819849;
531.84;0.3966778;
532.08;0.40640229;
532.32;0.40950848;
532.56;0.40943523;
532.8;0.40922078;
533.04;0.41005075;
533.28;0.41133758;
533.52;0.41268768;
533.76;0.41548899;
534;0.42048649;
534.24;0.42478748;
534.48;0.4243725;
534.72;0.41985703;
534.96;0.41188959;
535.2;0.40399696;
535.44;0.39699763;
535.68;0.39425402;
535.92;0.39799516;
536.16;0.40474636;
536.4;0.40848905;
536.64;0.40970843;
536.88;0.41090902;
537.12;0.41211671;
537.36;0.41158255;
537.6;0.40829312;
537.84;0.40554834;
538.08;0.40094685;
538.32;0.3973667;
538.56;0.39674048;
538.8;0.39595461;
539.04;0.39176663;
539.28;0.39027042;
539.52;0.39140329;
539.76;0.39539939;
540;0.4007525;
540.24;0.40570671;
540.48;0.40822937;
540.72;0.4071898;
540.96;0.40488069;
541.2;0.40299714;
541.44;0.40207032;
541.68;0.39959401;
541.92;0.3968951;
542.16;0.3984258;
542.4;0.403246;
542.64;0.40730545;
542.88;0.40678088;
543.12;0.40335872;
543.36;0.40084516;
543.6;0.4011029;
543.84;0.40258694;
544.08;0.4028695;
544.32;0.40187207;
544.56;0.40123237;
544.8;0.4022119;
545.04;0.40041436;
545.28;0.40206237;
545.52;0.4030234;
545.76;0.40145563;
546;0.39831148;
546.24;0.39418647;
546.48;0.39258843;
546.72;0.39504021;
546.96;0.39843881;
547.2;0.40150193;
547.44;0.40431052;
547.68;0.40509898;
547.92;0.40512837;
548.16;0.40445706;
548.4;0.40351961;
548.64;0.40227728;
548.88;0.40128708;
549.12;0.40032182;
549.36;0.39932751;
549.6;0.39897143;
549.84;0.39875097;
550.08;0.39982751;
550.32;0.40232658;
550.56;0.40404907;
550.8;0.40361053;
551.04;0.40135291;
551.28;0.3976881;
551.52;0.39529102;
551.76;0.39540654;
552;0.39769834;
552.24;0.39906411;
552.48;0.40137514;
552.72;0.40307294;
552.96;0.40321461;
553.2;0.40469168;
553.44;0.40493445;
553.68;0.40468427;
553.92;0.40367687;
554.16;0.40243076;
554.4;0.40153994;
554.64;0.39897637;
554.88;0.39676189;
555.12;0.39380289;
555.36;0.39110436;
555.6;0.39054438;
555.84;0.38977678;
556.08;0.39147329;
556.32;0.3940739;
556.56;0.39634331;
556.8;0.39641914;
557.04;0.39257602;
557.28;0.38649906;
557.52;0.3824926;
557.76;0.38237532;
558;0.3841709;
558.24;0.38607748;
558.48;0.38737925;
558.72;0.38642443;
558.96;0.38794253;
559.2;0.39448854;
559.44;0.3999918;
559.68;0.40057372;
559.92;0.39529517;
560.16;0.38857033;
560.4;0.38529974;
560.64;0.38571529;
560.88;0.38680354;
561.12;0.38783472;
561.36;0.39007573;
561.6;0.39288989;
561.84;0.39438695;
562.08;0.3929032;
562.32;0.38837958;
562.56;0.3875399;
562.8;0.388387;
563.04;0.38963782;
563.28;0.39195749;
563.52;0.39269517;
563.76;0.39157841;
564;0.38835196;
564.24;0.38434922;
564.48;0.38100098;
564.72;0.38000723;
564.96;0.38174821;
565.2;0.38461633;
565.44;0.38892388;
565.68;0.3929098;
565.92;0.3949998;
566.16;0.39595753;
566.4;0.39506327;
566.64;0.3925571;
566.88;0.38821841;
567.12;0.386024;
567.36;0.38371516;
567.6;0.38420702;
567.84;0.38724197;
568.08;0.38983658;
568.32;0.39017696;
568.56;0.38867996;
568.8;0.38642233;
569.04;0.38274443;
569.28;0.37902457;
569.52;0.37599499;
569.76;0.37364199;
570;0.3779941;
570.24;0.38355755;
570.48;0.38854608;
570.72;0.39376513;
570.96;0.3959212;
571.2;0.39578874;
571.44;0.39479429;
571.68;0.39319021;
571.92;0.3918797;
572.16;0.39166182;
572.4;0.39160861;
572.64;0.391369;
572.88;0.39130279;
573.12;0.39070617;
573.36;0.3874428;
573.6;0.38619725;
573.84;0.38345742;
574.08;0.38173533;
574.32;0.38379854;
574.56;0.38553219;
574.8;0.38598807;
575.04;0.38751059;
575.28;0.38978871;
575.52;0.39131073;
575.76;0.39168683;
576;0.3905964;
576.24;0.38928127;
576.48;0.38822995;
576.72;0.38411084;
576.96;0.38058678;
577.2;0.37986513;
577.44;0.38023213;
577.68;0.3831142;
577.92;0.3860863;
578.16;0.38798974;
578.4;0.3889489;
578.64;0.38981836;
578.88;0.38995557;
579.12;0.38901114;
579.36;0.38800376;
579.6;0.38801358;
579.84;0.38932984;
580.08;0.38949012;
580.32;0.38903051;
580.56;0.38955292;
580.8;0.39130307;
581.04;0.39295656;
581.28;0.39315028;
581.52;0.39376039;
581.76;0.39395203;
582;0.39327318;
582.24;0.39276352;
582.48;0.39306734;
582.72;0.39355758;
582.96;0.39378319;
583.2;0.39328789;
583.44;0.39088195;
583.68;0.38804918;
583.92;0.38630178;
584.16;0.38251575;
584.4;0.37860282;
584.64;0.37781416;
584.88;0.38099797;
585.12;0.38341293;
585.36;0.38664071;
585.6;0.38826198;
585.84;0.3889711;
586.08;0.38949583;
586.32;0.38890584;
586.56;0.38720782;
586.8;0.38393795;
587.04;0.37762723;
587.28;0.36968826;
587.52;0.35683227;
587.76;0.34399549;
588;0.34080358;
588.24;0.34263356;
588.48;0.35076818;
588.72;0.36156395;
588.96;0.37020015;
589.2;0.37533423;
589.44;0.37852239;
589.68;0.37911616;
589.92;0.37807172;
590.16;0.37718905;
590.4;0.37690216;
590.64;0.37726427;
590.88;0.37817046;
591.12;0.3792525;
591.36;0.38002587;
591.6;0.37787886;
591.84;0.37692364;
592.08;0.37771615;
592.32;0.37896574;
592.56;0.37983318;
592.8;0.37889163;
593.04;0.37721705;
593.28;0.37576235;
593.52;0.37415058;
593.76;0.37356946;
594;0.37476887;
594.24;0.37635573;
594.48;0.37738724;
594.72;0.37829625;
594.96;0.38064592;
595.2;0.3809425;
595.44;0.3796288;
595.68;0.37928782;
595.92;0.37855901;
596.16;0.3769471;
596.4;0.37542075;
596.64;0.37369669;
596.88;0.37309724;
597.12;0.37150049;
597.36;0.37064204;
597.6;0.3719573;
597.84;0.37448762;
598.08;0.37635363;
598.32;0.37555402;
598.56;0.37452206;
598.8;0.37445762;
599.04;0.37222489;
599.28;0.37131449;
599.52;0.370585;
599.76;0.37049353;
600;0.36997547;
600.24;0.36888702;
600.48;0.36732101;
600.72;0.36575514;
600.96;0.36561649;
601.2;0.3674581;
601.44;0.37015108;
601.68;0.37310003;
601.92;0.37569049;
602.16;0.37634164;
602.4;0.37652455;
602.64;0.37707466;
602.88;0.37631912;
603.12;0.37536492;
603.36;0.37527937;
603.6;0.37484304;
603.84;0.37337628;
604.08;0.37321838;
604.32;0.37332132;
604.56;0.37306317;
604.8;0.37299927;
605.04;0.37274309;
605.28;0.37213354;
605.52;0.37275839;
605.76;0.37486583;
606;0.37570692;
606.24;0.37448037;
606.48;0.37219275;
606.72;0.36970284;
606.96;0.36883036;
607.2;0.36923627;
607.44;0.3684017;
607.68;0.36893538;
607.92;0.36827151;
608.16;0.36898343;
608.4;0.36909315;
608.64;0.36750267;
608.88;0.36523847;
609.12;0.36390556;
609.36;0.36504359;
609.6;0.36789839;
609.84;0.36978954;
610.08;0.37074028;
610.32;0.37030017;
610.56;0.36833377;
610.8;0.365105;
611.04;0.36335395;
611.28;0.36400272;
611.52;0.36534656;
611.76;0.36580183;
612;0.36345272;
612.24;0.3606142;
612.48;0.35760767;
612.72;0.35720244;
612.96;0.36050526;
613.2;0.36415793;
613.44;0.36598681;
613.68;0.36672463;
613.92;0.36577499;
614.16;0.36322478;
614.4;0.35925774;
614.64;0.35587353;
614.88;0.35128939;
615.12;0.34930526;
615.36;0.34969;
615.6;0.35265916;
615.84;0.35557594;
616.08;0.35912597;
616.32;0.36230035;
616.56;0.36443324;
616.8;0.36598439;
617.04;0.36680328;
617.28;0.36628407;
617.52;0.36365125;
617.76;0.36016524;
618;0.36079062;
618.24;0.36208839;
618.48;0.36363566;
618.72;0.36459268;
618.96;0.36696811;
619.2;0.36796169;
619.44;0.36809309;
619.68;0.36662651;
619.92;0.36414594;
620.16;0.36116826;
620.4;0.35932602;
620.64;0.35897174;
620.88;0.36008953;
621.12;0.36211669;
621.36;0.36209108;
621.6;0.35944545;
621.84;0.3587202;
622.08;0.35854003;
622.32;0.3590003;
622.56;0.35927489;
622.8;0.35830622;
623.04;0.35582508;
623.28;0.35448629;
623.52;0.35530587;
623.76;0.35513132;
624;0.35387873;
624.24;0.35130701;
624.48;0.35152153;
624.72;0.35477815;
624.96;0.35816791;
625.2;0.3604039;
625.44;0.36170645;
625.68;0.36193898;
625.92;0.36064096;
626.16;0.35725537;
626.4;0.35280582;
626.64;0.34843031;
626.88;0.34908132;
627.12;0.35311462;
627.36;0.35681895;
627.6;0.35908175;
627.84;0.35835695;
628.08;0.35648369;
628.32;0.35438249;
628.56;0.35204959;
628.8;0.35010626;
629.04;0.35016339;
629.28;0.35316657;
629.52;0.3565368;
629.76;0.35661229;
630;0.35417877;
630.24;0.35030718;
630.48;0.34819717;
630.72;0.34701019;
630.96;0.35192356;
631.2;0.35588371;
631.44;0.35920032;
631.68;0.35972152;
631.92;0.35700651;
632.16;0.35411085;
632.4;0.35265357;
632.64;0.35299463;
632.88;0.35438962;
633.12;0.35556791;
633.36;0.35653611;
633.6;0.35798524;
633.84;0.35899612;
634.08;0.35821843;
634.32;0.35623733;
634.56;0.35352911;
634.8;0.35105172;
635.04;0.35074665;
635.28;0.3531348;
635.52;0.35665731;
635.76;0.35775555;
636;0.35918052;
636.24;0.36042792;
636.48;0.36034291;
636.72;0.35986886;
636.96;0.36029327;
637.2;0.36133697;
637.44;0.36177899;
637.68;0.36085955;
637.92;0.3587289;
638.16;0.35636804;
638.4;0.35479572;
638.64;0.35331356;
638.88;0.35348076;
639.12;0.35402059;
639.36;0.354562;
639.6;0.35197052;
639.84;0.35174031;
640.08;0.35239368;
640.32;0.35216836;
640.56;0.35216121;
640.8;0.35284093;
641.04;0.35430405;
641.28;0.35579882;
641.52;0.35547672;
641.76;0.35405871;
642;0.35368543;
642.24;0.35342586;
642.48;0.35325322;
642.72;0.35389285;
642.96;0.35575109;
643.2;0.35732945;
643.44;0.35718125;
643.68;0.35582797;
643.92;0.35397721;
644.16;0.35286889;
644.4;0.35341472;
644.64;0.35298756;
644.88;0.35128362;
645.12;0.35040594;
645.36;0.35163379;
645.6;0.35284254;
645.84;0.35227056;
646.08;0.35111624;
646.32;0.35088673;
646.56;0.35100509;
646.8;0.34962508;
647.04;0.35010353;
647.28;0.35089896;
647.52;0.35106333;
647.76;0.34661473;
648;0.34047462;
648.24;0.33524749;
648.48;0.3350363;
648.72;0.33957301;
648.96;0.3460532;
649.2;0.35172597;
649.44;0.35451376;
649.68;0.35486953;
649.92;0.35283811;
650.16;0.34967532;
650.4;0.34746905;
650.64;0.34628295;
650.88;0.34744908;
651.12;0.34963447;
651.36;0.35011303;
651.6;0.35012636;
651.84;0.35035796;
652.08;0.35083936;
652.32;0.35042739;
652.56;0.35124063;
652.8;0.34970268;
653.04;0.34723771;
653.28;0.34400123;
653.52;0.34158101;
653.76;0.3397822;
654;0.33580065;
654.24;0.3284582;
654.48;0.31626107;
654.72;0.29873353;
654.96;0.28336135;
655.2;0.28052067;
655.44;0.29237581;
655.68;0.30882042;
655.92;0.32216681;
656.16;0.33020917;
656.4;0.33635583;
656.64;0.34129412;
656.88;0.34264618;
657.12;0.34445675;
657.36;0.34529764;
657.6;0.34434744;
657.84;0.3426353;
658.08;0.3412694;
658.32;0.34217631;
658.56;0.34456082;
658.8;0.34652102;
659.04;0.34759258;
659.28;0.34760382;
659.52;0.3474761;
659.76;0.34721149;
660;0.34773607;
660.24;0.35026035;
660.48;0.35084028;
660.72;0.351084;
660.96;0.35169218;
661.2;0.35082493;
661.44;0.34970328;
661.68;0.34774799;
661.92;0.34570753;
662.16;0.34504076;
662.4;0.34495032;
662.64;0.34564091;
662.88;0.34617001;
663.12;0.34609361;
663.36;0.34666051;
663.6;0.34784853;
663.84;0.34876161;
664.08;0.34918964;
664.32;0.35012412;
664.56;0.34893191;
664.8;0.34692582;
665.04;0.3461428;
665.28;0.3445003;
665.52;0.34465922;
665.76;0.34584218;
666;0.34798598;
666.24;0.34628994;
666.48;0.344202;
666.72;0.34422851;
666.96;0.34621688;
667.2;0.34725684;
667.44;0.3471558;
667.68;0.34755126;
667.92;0.34751186;
668.16;0.34622206;
668.4;0.34502035;
668.64;0.34506177;
668.88;0.34509185;
669.12;0.34390409;
669.36;0.34364183;
669.6;0.34325123;
669.84;0.34338802;
670.08;0.34164661;
670.32;0.33870642;
670.56;0.3379206;
670.8;0.33975026;
671.04;0.34217227;
671.28;0.3426446;
671.52;0.34336945;
671.76;0.34455076;
672;0.3440759;
672.24;0.34338903;
672.48;0.3438052;
672.72;0.34311309;
672.96;0.34241267;
673.2;0.34246886;
673.44;0.34135441;
673.68;0.33995665;
673.92;0.3391002;
674.16;0.3404738;
674.4;0.34086872;
674.64;0.34231823;
674.88;0.34307293;
675.12;0.34295286;
675.36;0.34138369;
675.6;0.34005812;
675.84;0.33968905;
676.08;0.33965326;
676.32;0.34069884;
676.56;0.34220569;
676.8;0.34201719;
677.04;0.34074415;
677.28;0.3401103;
677.52;0.33975351;
677.76;0.34072185;
678;0.34082984;
678.24;0.33998338;
678.48;0.33923388;
678.72;0.34133777;
678.96;0.33996963;
679.2;0.33939333;
679.44;0.33934804;
679.68;0.33794184;
679.92;0.33815431;
680.16;0.3387337;
680.4;0.33897027;
680.64;0.33956267;
680.88;0.3392682;
681.12;0.33797052;
681.36;0.33752978;
681.6;0.33781622;
681.84;0.33754135;
682.08;0.33711512;
682.32;0.33621428;
682.56;0.33385912;
682.8;0.33088456;
683.04;0.32826398;
683.28;0.33017985;
683.52;0.33238479;
683.76;0.33404569;
684;0.33267757;
684.24;0.33116489;
684.48;0.32873915;
684.72;0.32640324;
684.96;0.32182658;
685.2;0.30885608;
685.44;0.28717385;
685.68;0.26700598;
685.92;0.25692261;
686.16;0.25789319;
686.4;0.26768234;
686.64;0.28056244;
686.88;0.2915994;
687.12;0.29654034;
687.36;0.29650262;
687.6;0.2939657;
687.84;0.29257024;
688.08;0.29170982;
688.32;0.29324545;
688.56;0.29603867;
688.8;0.29881446;
689.04;0.30080614;
689.28;0.30371005;
689.52;0.30638014;
689.76;0.30885456;
690;0.31016025;
690.24;0.31091894;
690.48;0.31214691;
690.72;0.31392703;
690.96;0.31578401;
691.2;0.316904;
691.44;0.31750775;
691.68;0.31676254;
691.92;0.31669807;
692.16;0.31707204;
692.4;0.31758339;
692.64;0.31635909;
692.88;0.31414985;
693.12;0.31463203;
693.36;0.31658763;
693.6;0.3167116;
693.84;0.31777586;
694.08;0.3183791;
694.32;0.31854845;
694.56;0.31928993;
694.8;0.32064952;
695.04;0.32234984;
695.28;0.32454562;
695.52;0.32613687;
695.76;0.32652792;
696;0.32642177;
696.24;0.32390026;
696.48;0.32037493;
696.72;0.31993596;
696.96;0.32163811;
697.2;0.32227942;
697.44;0.32063354;
697.68;0.31961965;
697.92;0.31839617;
698.16;0.31966403;
698.4;0.31956895;
698.64;0.31867313;
698.88;0.31597222;
699.12;0.31411104;
699.36;0.31383533;
699.6;0.31448276;
699.84;0.31476437;
700.08;0.31361979;
700.32;0.31241331;
700.56;0.31261727;
700.8;0.31271378;
701.04;0.31196964;
701.28;0.31237113;
701.52;0.31460775;
701.76;0.31706056;
702;0.31910559;
702.24;0.31894821;
702.48;0.31859942;
702.72;0.31910228;
702.96;0.32043906;
703.2;0.32291235;
703.44;0.32423019;
703.68;0.32398207;
703.92;0.32192266;
704.16;0.32071895;
704.4;0.32074758;
704.64;0.32071508;
704.88;0.32004171;
705.12;0.31962606;
705.36;0.32036515;
705.6;0.32131936;
705.84;0.32153;
706.08;0.32224767;
706.32;0.32339428;
706.56;0.322103;
706.8;0.32113553;
707.04;0.31977951;
707.28;0.31809797;
707.52;0.31696787;
707.76;0.31756623;
708;0.31921557;
708.24;0.31906283;
708.48;0.31979876;
708.72;0.32090427;
708.96;0.32151573;
709.2;0.32192107;
709.44;0.32118709;
709.68;0.31954953;
709.92;0.31866398;
710.16;0.31857385;
710.4;0.31842923;
710.64;0.31789755;
710.88;0.31701704;
711.12;0.31774245;
711.36;0.31893394;
711.6;0.3174174;
711.84;0.31584708;
712.08;0.31651682;
712.32;0.31839851;
712.56;0.31936351;
712.8;0.31870334;
713.04;0.31650135;
713.28;0.31366803;
713.52;0.31187668;
713.76;0.31212062;
714;0.31285371;
714.24;0.31403057;
714.48;0.3142085;
714.72;0.31207627;
714.96;0.30665982;
715.2;0.30025424;
715.44;0.29513931;
715.68;0.29030906;
715.92;0.28600792;
716.16;0.28172258;
716.4;0.27914575;
716.64;0.27701535;
716.88;0.27360581;
717.12;0.26899886;
717.36;0.26462786;
717.6;0.26444014;
717.84;0.26464964;
718.08;0.26569079;
718.32;0.26745738;
718.56;0.26863318;
718.8;0.26870001;
719.04;0.26934222;
719.28;0.27228661;
719.52;0.27851032;
719.76;0.28718689;
720;0.29446891;
720.24;0.29866105;
720.48;0.30068748;
720.72;0.3004869;
720.96;0.29922666;
721.2;0.29867815;
721.44;0.29704644;
721.68;0.29334441;
721.92;0.28697052;
722.16;0.28207938;
722.4;0.2802469;
722.64;0.27890942;
722.88;0.27905945;
723.12;0.28102897;
723.36;0.28301733;
723.6;0.28285424;
723.84;0.28130926;
724.08;0.28106622;
724.32;0.28352121;
724.56;0.28562744;
724.8;0.28556284;
725.04;0.28474202;
725.28;0.28555022;
725.52;0.28705488;
725.76;0.28715968;
726;0.28483627;
726.24;0.28028535;
726.48;0.27854791;
726.72;0.28102379;
726.96;0.28521363;
727.2;0.28618003;
727.44;0.28233095;
727.68;0.27799071;
727.92;0.27660057;
728.16;0.2807162;
728.4;0.28570123;
728.64;0.28867363;
728.88;0.28886243;
729.12;0.28615386;
729.36;0.28498087;
729.6;0.2850777;
729.84;0.28682105;
730.08;0.2881697;
730.32;0.28913709;
730.56;0.2914231;
730.8;0.29408327;
731.04;0.29565165;
731.28;0.29686318;
731.52;0.29791005;
731.76;0.29816821;
732;0.29934079;
732.24;0.30156917;
732.48;0.30420055;
732.72;0.3061429;
732.96;0.30572135;
733.2;0.30400808;
733.44;0.30218634;
733.68;0.30105692;
733.92;0.30025584;
734.16;0.29972943;
734.4;0.29914002;
734.64;0.29795522;
734.88;0.29784458;
735.12;0.29916076;
735.36;0.29959842;
735.6;0.29985313;
735.84;0.30109403;
736.08;0.30200948;
736.32;0.30252142;
736.56;0.30294883;
736.8;0.30182898;
737.04;0.29897364;
737.28;0.29524608;
737.52;0.2941204;
737.76;0.29445388;
738;0.29530563;
738.24;0.29632251;
738.48;0.29717806;
738.72;0.29918993;
738.96;0.29898483;
739.2;0.29744058;
739.44;0.29610828;
739.68;0.29552424;
739.92;0.2937487;
740.16;0.29403309;
740.4;0.29549795;
740.64;0.29595364;
740.88;0.29591235;
741.12;0.2969634;
741.36;0.2990274;
741.6;0.30111146;
741.84;0.30240302;
742.08;0.30283603;
742.32;0.30290625;
742.56;0.30270416;
742.8;0.30228172;
743.04;0.30045014;
743.28;0.29912798;
743.52;0.2995632;
743.76;0.30151872;
744;0.30366671;
744.24;0.30410793;
744.48;0.30333794;
744.72;0.30170019;
744.96;0.3009556;
745.2;0.30168567;
745.44;0.30302002;
745.68;0.30310946;
745.92;0.30378957;
746.16;0.30328456;
746.4;0.302369;
746.64;0.30217173;
746.88;0.30162018;
747.12;0.30053099;
747.36;0.30004748;
747.6;0.29967112;
747.84;0.29834244;
748.08;0.29685586;
748.32;0.29600442;
748.56;0.29658322;
748.8;0.29838075;
749.04;0.29908372;
749.28;0.29738961;
749.52;0.2954822;
749.76;0.29419702;
750;0.29521934;
750.24;0.29704964;
750.48;0.29732041;
750.72;0.29742135;
750.96;0.29822723;
751.2;0.29633933;
751.44;0.29512552;
751.68;0.29507056;
751.92;0.29648046;
752.16;0.29796422;
752.4;0.29855883;
752.64;0.29898287;
752.88;0.2990891;
753.12;0.29825801;
753.36;0.29693316;
753.6;0.29613198;
753.84;0.29618992;
754.08;0.29560658;
754.32;0.2945657;
754.56;0.29392531;
754.8;0.29464709;
755.04;0.29535589;
755.28;0.29496501;
755.52;0.29409866;
755.76;0.29442085;
756;0.29297726;
756.24;0.29376617;
756.48;0.29447393;
756.72;0.2919351;
756.96;0.28872139;
757.2;0.2853899;
757.44;0.27934971;
757.68;0.26632077;
757.92;0.24083995;
758.16;0.20393127;
758.4;0.16418839;
758.64;0.13045347;
758.88;0.10647192;
759.12;0.093046714;
759.36;0.090258785;
759.6;0.097205658;
759.84;0.11381454;
760.08;0.13798719;
760.32;0.16421601;
760.56;0.181821;
760.8;0.18338842;
761.04;0.17425102;
761.28;0.16336496;
761.52;0.1553829;
761.76;0.15278184;
762;0.15512352;
762.24;0.15922689;
762.48;0.16421664;
762.72;0.17173496;
762.96;0.17973238;
763.2;0.18820697;
763.44;0.19672456;
763.68;0.20435288;
763.92;0.21161355;
764.16;0.21817087;
764.4;0.22384224;
764.64;0.22946336;
764.88;0.23565304;
765.12;0.24245849;
765.36;0.24965629;
765.6;0.25714761;
765.84;0.26414288;
766.08;0.26889804;
766.32;0.27236437;
766.56;0.27407541;
766.8;0.27641569;
767.04;0.27812895;
767.28;0.28060681;
767.52;0.28125852;
767.76;0.28052747;
768;0.28093595;
768.24;0.28073347;
768.48;0.28238516;
768.72;0.28362924;
768.96;0.28608324;
769.2;0.28773382;
769.44;0.2871465;
769.68;0.28596063;
769.92;0.28427781;
770.16;0.28331321;
770.4;0.28333659;
770.64;0.28409474;
770.88;0.28539017;
771.12;0.28583868;
771.36;0.28549586;
771.6;0.28600168;
771.84;0.28705342;
772.08;0.28774029;
772.32;0.28855642;
772.56;0.28773782;
772.8;0.28581676;
773.04;0.28428671;
773.28;0.28151407;
773.52;0.2805611;
773.76;0.28120142;
774;0.28310735;
774.24;0.28619856;
774.48;0.28654623;
774.72;0.28747833;
774.96;0.28765011;
775.2;0.28760381;
775.44;0.28725082;
775.68;0.28556147;
775.92;0.28419939;
776.16;0.28380887;
776.4;0.28330218;
776.64;0.28306144;
776.88;0.28308047;
777.12;0.28349438;
777.36;0.28402709;
777.6;0.28359937;
777.84;0.28368002;
778.08;0.28347648;
778.32;0.28220225;
778.56;0.28212473;
778.8;0.28196225;
779.04;0.28321124;
779.28;0.2825139;
779.52;0.28111124;
779.76;0.28177842;
780;0.28311439;
780.24;0.28406536;
780.48;0.28480901;
780.72;0.28511902;
780.96;0.28511352;
781.2;0.28562604;
781.44;0.28477903;
781.68;0.28255333;
781.92;0.27959397;
782.16;0.27876638;
782.4;0.27944988;
782.64;0.27967439;
782.88;0.28108552;
783.12;0.28227058;
783.36;0.28206081;
783.6;0.28207945;
783.84;0.28232609;
784.08;0.28246947;
784.32;0.28145193;
784.56;0.28127376;
784.8;0.28228962;
785.04;0.2822486;
785.28;0.28141321;
785.52;0.28144681;
785.76;0.28061886;
786;0.27976482;
786.24;0.27898213;
786.48;0.27807998;
786.72;0.27665099;
786.96;0.27791836;
787.2;0.27779254;
787.44;0.2769423;
787.68;0.27538904;
787.92;0.27417594;
788.16;0.27284827;
788.4;0.27236465;
788.64;0.27304798;
788.88;0.27394902;
789.12;0.2739637;
789.36;0.27334029;
789.6;0.27255083;
789.84;0.27191832;
790.08;0.27161624;
790.32;0.27138336;
790.56;0.27116153;
790.8;0.27099693;
791.04;0.27084371;
791.28;0.26980724;
791.52;0.26823117;
791.76;0.26667744;
792;0.26625022;
792.24;0.26858732;
792.48;0.2691741;
792.72;0.26847615;
792.96;0.26702697;
793.2;0.26698426;
793.44;0.26948789;
793.68;0.2709853;
793.92;0.272601;
794.16;0.27350359;
794.4;0.27229897;
794.64;0.27043674;
794.88;0.27006788;
795.12;0.27089556;
795.36;0.27141011;
