Wl;WR;Fwhm;;;;;
195.94942;1.824985;1;;;;;
196.21844;1.249975;;;;;;
196.48746;-1.40002;;;;;;
196.75647;-1.67499;;;;;;
197.02547;-1.77502;;;;;;
197.29446;0.22498;;;;;;
197.56344;0.149995;;;;;;
197.83242;2.57496;;;;;;
198.10139;-0.84998;;;;;;
198.37035;-0.874975;;;;;;
198.6393;-0.425015;;;;;;
198.90824;1.550015;;;;;;
199.17718;-0.45001;;;;;;
199.44611;-1.625;;;;;;
199.71503;-2.524995;;;;;;
199.98394;-0.20001
200.25285;-4.925015
200.52174;-0.600005
200.79063;13.20001
201.05951;18.300015
201.32838;14.75
201.59725;11.42499
201.86611;13.350005
202.13495;17.149995
202.40379;15.82501
202.67263;16.475005
202.94145;20.574985
203.21027;19.524995
203.47908;19.699985
203.74788;17.050015
204.01667;13.499975
204.28546;15.75
204.55424;15.399995
204.823;13.59998
205.09177;17.04999
205.36052;22.04999
205.62926;17.625025
205.898;16.300015
206.16673;18.475005
206.43545;15.625
206.70417;16.074985
206.97287;15.20001
207.24157;13.699985
207.51026;14.550015
207.77894;14.375
208.04761;22.07501
208.31628;17.39997
208.58494;14.79999
208.85359;17.42499
209.12223;16.824985
209.39086;15.95001
209.65949;16.40002
209.92811;18
210.19672;20.92499
210.46532;22.375025
210.73391;18.649995
211.0025;18.499975
211.27108;19.02497
211.53965;16.125
211.80821;15.875025
212.07676;14.449985
212.34531;15.67499
212.61385;17.899995
212.88238;21.22503
213.1509;19.175015
213.41941;19.5
213.68792;17.5
213.95642;17
214.22491;17.850005
214.49339;16.17499
214.76187;19.774995
215.03033;17.70001
215.29879;16.45001
215.56724;16.95001
215.83568;16.17499
216.10412;19.999975
216.37254;21.25
216.64096;19.375
216.90937;18.475005
217.17777;14.800015
217.44617;13.95001
217.71456;18.25
217.98293;15.250025
218.2513;17.074985
218.51967;17.67499
218.78802;18.65002
219.05637;15.075035
219.32471;16.100005
219.59304;17.300015
219.86136;16.649995
220.12967;20.975005
220.39798;19.124975
220.66628;22.550015
220.93457;17.100005
221.20285;20.100005
221.47113;21.524995
221.73939;15.07501
222.00765;16.000025
222.2759;15.75
222.54414;17.72498
222.81238;15.874975
223.0806;14.675015
223.34882;15.899995
223.61703;19.899995
223.88524;18.324985
224.15343;19.074985
224.42162;16.625
224.68979;14.899995
224.95797;17.47498
225.22613;18.625025
225.49428;20.90002
225.76243;17.32501
226.03057;19.999975
226.2987;21.675015
226.56682;16.449985
226.83493;13.600005
227.10304;15.475005
227.37114;13.199985
227.63923;15.749975
227.90731;16.874975
228.17538;16.024995
228.44345;19.32501
228.71151;21
228.97956;18.47498
229.2476;18.274995
229.51564;21.100005
229.78366;19.64997
230.05168;15.574985
230.31969;10.02502
230.58769;18.449985
230.85569;15.925015
231.12367;14.850005
231.39165;12.199985
231.65962;14.999975
231.92758;17.149995
232.19553;21.725005
232.46348;17.15002
232.73142;18.85003
232.99935;18.32501
233.26727;20.47498
233.53518;20.199985
233.80309;19.55004
234.07099;15.575035
234.33888;15.899995
234.60676;13.425015
234.87463;12.750025
235.1425;14.175015
235.41035;11.22498
235.6782;11.574985
235.94605;16.975005
236.21388;13.77502
236.4817;15.45001
236.74952;22.274995
237.01733;18.874975
237.28513;13.449985
237.55292;17.600005
237.82071;15.75
238.08849;19.524995
238.35626;16.57501
238.62402;20.250025
238.89177;17.5
239.15951;15.850005
239.42725;16.374975
239.69498;18.07501
239.9627;16.950035
240.23041;18.57501
240.49812;19.649995
240.76581;17.45001
241.0335;19.100005
241.30118;19.750025
241.56886;15.22498
241.83652;16.09998
242.10418;19.52502
242.37182;18.899995
242.63946;22.149995
242.9071;21.574985
243.17472;18.125
243.44234;19.725005
243.70995;19.274995
243.97754;20.800015
244.24514;19.574985
244.51272;16.52502
244.7803;17.199985
245.04786;16.374975
245.31542;18.47498
245.58298;20.100005
245.85052;15.84998
246.11805;16.89997
246.38558;17.124975
246.6531;15.95001
246.92061;18.574985
247.18811;20.17499
247.45561;16.749975
247.7231;17.20001
247.99058;19.024995
248.25805;21.5
248.52551;17.324985
248.79296;19.52497
249.06041;19.20001
249.32785;15.574985
249.59528;20.32501
249.8627;20.70001
250.13012;20.97503
