wl (nm); Emeas; Emod_sc - Retrieved values (SS =  0.121 nm, FWHM =  5.276 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
646.00000; 0.00042128435; 0.00041920789; 0.00041973704
647.00000; 0.00041924451; 0.00041489361; 0.00041538271
648.00000; 0.00041824624; 0.00041226068; 0.00041222213
649.00000; 0.00041820897; 0.00041168968; 0.00041074918
650.00000; 0.00041855718; 0.00041302991; 0.00041072533
651.00000; 0.00041816059; 0.00041523001; 0.00041115362
652.00000; 0.00041554242; 0.00041672442; 0.00041059285
653.00000; 0.00040954717; 0.00041568968; 0.00040780921
654.00000; 0.00040204343; 0.00040994217; 0.00040274143
655.00000; 0.00039588467; 0.00040040347; 0.00039710624
656.00000; 0.00039377003; 0.00039377003; 0.00039377003
657.00000; 0.00039653493; 0.00039639423; 0.00039491607
658.00000; 0.00040396064; 0.00040594075; 0.00040046795
659.00000; 0.00041121628; 0.00041520656; 0.00040825324
660.00000; 0.00041596547; 0.00042098491; 0.00041562153
661.00000; 0.00041885307; 0.00042395718; 0.00042091262
662.00000; 0.00042089849; 0.00042485231; 0.00042378276
663.00000; 0.00042202272; 0.00042429479; 0.00042483233
664.00000; 0.00042292903; 0.00042343158; 0.00042485231
665.00000; 0.00042350690; 0.00042300834; 0.00042454595
666.00000; 0.00042485231; 0.00042295482; 0.00042428791
