wl (nm); Emeas; Emod_sc - Retrieved values (SS =  0.894 nm, FWHM =  7.194 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
476.00000; 0.00052077235; 0.00052269229; 0.00052191407
477.00000; 0.00052213604; 0.00052338588; 0.00052290809
478.00000; 0.00052306745; 0.00052309863; 0.00052338588
479.00000; 0.00052338588; 0.00052192601; 0.00052319170
480.00000; 0.00052257283; 0.00052106407; 0.00052214670
481.00000; 0.00052077230; 0.00052106306; 0.00052005510
482.00000; 0.00051652135; 0.00052040560; 0.00051673565
483.00000; 0.00051159320; 0.00051649827; 0.00051214868
484.00000; 0.00050602725; 0.00050787797; 0.00050656271
485.00000; 0.00049983646; 0.00049651564; 0.00050063905
486.00000; 0.00049422495; 0.00048844758; 0.00049532072
487.00000; 0.00048972627; 0.00048869364; 0.00049152687
488.00000; 0.00048858787; 0.00049516674; 0.00048980237
489.00000; 0.00048894350; 0.00050201996; 0.00049011742
490.00000; 0.00049233564; 0.00050525982; 0.00049198383
491.00000; 0.00049528369; 0.00050503336; 0.00049469662
492.00000; 0.00049792197; 0.00050493805; 0.00049759610
493.00000; 0.00049964335; 0.00050768979; 0.00050018724
494.00000; 0.00050099342; 0.00051180509; 0.00050210071
495.00000; 0.00050178075; 0.00051396332; 0.00050302431
496.00000; 0.00050136430; 0.00051236076; 0.00050271829
497.00000; 0.00050024245; 0.00050767910; 0.00050112011
498.00000; 0.00049772842; 0.00050223743; 0.00049844729
499.00000; 0.00049514591; 0.00049777080; 0.00049523528
500.00000; 0.00049246586; 0.00049472118; 0.00049208268
501.00000; 0.00049053461; 0.00049329959; 0.00048966939
502.00000; 0.00048904778; 0.00049387307; 0.00048844758
503.00000; 0.00048844758; 0.00049608116; 0.00048856350
504.00000; 0.00048880042; 0.00049969422; 0.00048984259
505.00000; 0.00048969522; 0.00050415087; 0.00049186322
