wl (nm); Emeas; Emod_sc - Retrieved values (SS =  0.097 nm, FWHM =  6.383 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
506.00000; 0.00049167788; 0.00049374720; 0.00049198545
507.00000; 0.00049302629; 0.00049349758; 0.00049323237
508.00000; 0.00049374720; 0.00049247978; 0.00049374720
509.00000; 0.00049312886; 0.00049250791; 0.00049351439
510.00000; 0.00049197719; 0.00049309231; 0.00049244751
511.00000; 0.00048991121; 0.00049271431; 0.00049037030
512.00000; 0.00048627649; 0.00049038815; 0.00048709536
513.00000; 0.00048196451; 0.00048643426; 0.00048258291
514.00000; 0.00047707979; 0.00048193492; 0.00047708673
515.00000; 0.00047208725; 0.00047655053; 0.00047123344
516.00000; 0.00046689349; 0.00046930898; 0.00046598035
517.00000; 0.00046331390; 0.00046265629; 0.00046238848
518.00000; 0.00046123107; 0.00046123107; 0.00046123107
519.00000; 0.00046199347; 0.00046589334; 0.00046259550
520.00000; 0.00046537576; 0.00047310334; 0.00046586421
521.00000; 0.00046963802; 0.00047901510; 0.00046987879
522.00000; 0.00047390619; 0.00048236809; 0.00047345006
523.00000; 0.00047680594; 0.00048394442; 0.00047580109
524.00000; 0.00047829775; 0.00048378656; 0.00047680050
525.00000; 0.00047857166; 0.00048075769; 0.00047692824
526.00000; 0.00047870813; 0.00047651458; 0.00047698731
527.00000; 0.00047884738; 0.00047590334; 0.00047765370
528.00000; 0.00047982420; 0.00048047551; 0.00047908462
