wl (nm); Emeas; Emod_sc - Retrieved values (SS =  1.523 nm, FWHM =  8.515 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
400.00000; 0.00032813602; 0.00032813602; 0.00032813602
401.00000; 0.00034308591; 0.00035514200; 0.00034304712
402.00000; 0.00035607690; 0.00036078889; 0.00035646949
403.00000; 0.00036774608; 0.00035586756; 0.00036757331
404.00000; 0.00037786176; 0.00034684412; 0.00037606266
405.00000; 0.00038329814; 0.00033833190; 0.00038215775
406.00000; 0.00038766010; 0.00033436003; 0.00038644018
407.00000; 0.00039107463; 0.00033989776; 0.00038960257
408.00000; 0.00039351850; 0.00035495456; 0.00039235531
409.00000; 0.00039591430; 0.00037062223; 0.00039510395
410.00000; 0.00039886269; 0.00038308210; 0.00039802891
411.00000; 0.00040173180; 0.00039573557; 0.00040107920
412.00000; 0.00040439533; 0.00040447389; 0.00040405137
413.00000; 0.00040697703; 0.00040535698; 0.00040668093
414.00000; 0.00040883020; 0.00040573420; 0.00040871934
415.00000; 0.00040995897; 0.00040995169; 0.00040998435
416.00000; 0.00041038430; 0.00041038430; 0.00041038430
417.00000; 0.00041010131; 0.00040039804; 0.00040992222
418.00000; 0.00040874729; 0.00038435987; 0.00040870035
419.00000; 0.00040669886; 0.00037188211; 0.00040683649
420.00000; 0.00040430197; 0.00036840354; 0.00040449989
