WaveLenght (nm);Total Irradiance fwhm 0.13 (W/cm2 nm);Fwhm (nm)
350;7.12E-05;0.1
350.01;7.19E-05;
350.02;7.21E-05;
350.03;7.20E-05;
350.04;7.15E-05;
350.05;7.08E-05;
350.06;6.99E-05;
350.07;6.86E-05;
350.08;6.69E-05;
350.09;6.47E-05;
350.1;6.24E-05;
350.11;6.02E-05;
350.12;5.80E-05;
350.13;5.63E-05;
350.14;5.51E-05;
350.15;5.46E-05
350.16;5.49E-05
350.17;5.57E-05
350.18;5.72E-05
350.19;5.94E-05
350.2;6.22E-05
350.21;6.54E-05
350.22;6.85E-05
350.23;7.12E-05
350.24;7.33E-05
350.25;7.45E-05
350.26;7.47E-05
350.27;7.41E-05
350.28;7.30E-05
350.29;7.15E-05
350.3;6.94E-05
350.31;6.73E-05
350.32;6.53E-05
350.33;6.39E-05
350.34;6.31E-05
350.35;6.29E-05
350.36;6.34E-05
350.37;6.47E-05
350.38;6.63E-05
350.39;6.80E-05
350.4;6.97E-05
350.41;7.12E-05
350.42;7.23E-05
350.43;7.30E-05
350.44;7.35E-05
350.45;7.40E-05
350.46;7.44E-05
350.47;7.46E-05
350.48;7.45E-05
350.49;7.41E-05
350.5;7.31E-05
350.51;7.19E-05
350.52;7.05E-05
350.53;6.91E-05
350.54;6.78E-05
350.55;6.65E-05
350.56;6.52E-05
350.57;6.39E-05
350.58;6.26E-05
350.59;6.19E-05
350.6;6.21E-05
350.61;6.31E-05
350.62;6.45E-05
350.63;6.58E-05
350.64;6.66E-05
350.65;6.67E-05
350.66;6.62E-05
350.67;6.53E-05
350.68;6.44E-05
350.69;6.32E-05
350.7;6.17E-05
350.71;5.95E-05
350.72;5.69E-05
350.73;5.45E-05
350.74;5.28E-05
350.75;5.19E-05
350.76;5.18E-05
350.77;5.21E-05
350.78;5.26E-05
350.79;5.29E-05
350.8;5.35E-05
350.81;5.47E-05
350.82;5.65E-05
350.83;5.84E-05
350.84;6.01E-05
350.85;6.12E-05
350.86;6.17E-05
350.87;6.20E-05
350.88;6.26E-05
350.89;6.34E-05
350.9;6.42E-05
350.91;6.45E-05
350.92;6.43E-05
350.93;6.42E-05
350.94;6.44E-05
350.95;6.55E-05
350.96;6.76E-05
350.97;7.00E-05
350.98;7.20E-05
350.99;7.32E-05
351;7.38E-05
351.01;7.41E-05
351.02;7.44E-05
351.03;7.41E-05
351.04;7.27E-05
351.05;7.01E-05
351.06;6.62E-05
351.07;6.18E-05
351.08;5.75E-05
351.09;5.39E-05
351.1;5.08E-05
351.11;4.83E-05
351.12;4.63E-05
351.13;4.52E-05
351.14;4.55E-05
351.15;4.71E-05
