wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.384 nm, FWHM =  3.012 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
646.00000; 1.1925452; 1.1911748; 1.1882940
647.00000; 1.1891869; 1.1830380; 1.1817128
648.00000; 1.1896054; 1.1780723; 1.1785580
649.00000; 1.1939840; 1.1769954; 1.1790024
650.00000; 1.1991853; 1.1795231; 1.1829418
651.00000; 1.2018203; 1.1836725; 1.1870905
652.00000; 1.1974637; 1.1864909; 1.1894129
653.00000; 1.1832824; 1.1845394; 1.1864565
654.00000; 1.1645841; 1.1736995; 1.1724169
655.00000; 1.1479510; 1.1557094; 1.1515556
656.00000; 1.1431987; 1.1431987; 1.1431987
657.00000; 1.1514712; 1.1481480; 1.1573842
658.00000; 1.1693318; 1.1661528; 1.1782965
659.00000; 1.1853409; 1.1836282; 1.1914428
660.00000; 1.1928686; 1.1945263; 1.1982691
661.00000; 1.1947228; 1.2001320; 1.2018203
662.00000; 1.1937009; 1.2018203; 1.2017894
663.00000; 1.1904796; 1.2007688; 1.1996380
664.00000; 1.1868937; 1.1991407; 1.1983294
665.00000; 1.1827664; 1.1983425; 1.1981153
666.00000; 1.1817328; 1.1982416; 1.1981291
