wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.097 nm, FWHM =  4.106 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
676.00000; 1.1774325; 1.1776496; 1.1776496
677.00000; 1.1775408; 1.1758519; 1.1751041
678.00000; 1.1776496; 1.1734567; 1.1723292
679.00000; 1.1751748; 1.1705930; 1.1697905
680.00000; 1.1713249; 1.1680495; 1.1674134
681.00000; 1.1654833; 1.1663282; 1.1636254
682.00000; 1.1521564; 1.1644043; 1.1544351
683.00000; 1.1332794; 1.1590710; 1.1338325
684.00000; 1.1005092; 1.1441640; 1.0975783
685.00000; 1.0584523; 1.1111093; 1.0512003
686.00000; 1.0114161; 1.0600763; 1.0117989
687.00000; 0.99606132; 1.0128778; 0.99482211
688.00000; 0.99482211; 0.99482211; 1.0001082
689.00000; 1.0129062; 1.0048946; 1.0151946
690.00000; 1.0286543; 1.0242297; 1.0279325
691.00000; 1.0410188; 1.0388023; 1.0333988
692.00000; 1.0430596; 1.0434850; 1.0342262
693.00000; 1.0470637; 1.0410687; 1.0371206
694.00000; 1.0523259; 1.0405137; 1.0466341
695.00000; 1.0659491; 1.0495529; 1.0602607
696.00000; 1.0743523; 1.0662008; 1.0702007
697.00000; 1.0749630; 1.0794120; 1.0706887
698.00000; 1.0667860; 1.0802104; 1.0630115
