wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.322 nm, FWHM =  3.571 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
749.00000; 1.0603897; 1.0603897; 1.0586085
750.00000; 1.0586479; 1.0571097; 1.0580455
751.00000; 1.0590560; 1.0558822; 1.0591421
752.00000; 1.0593772; 1.0565994; 1.0603897
753.00000; 1.0588404; 1.0581484; 1.0593610
754.00000; 1.0527181; 1.0582449; 1.0530927
755.00000; 1.0394359; 1.0543149; 1.0327668
756.00000; 0.97806282; 1.0411742; 0.97273562
757.00000; 0.85441196; 0.99948659; 0.84194952
758.00000; 0.66520053; 0.89364083; 0.65685518
759.00000; 0.52871549; 0.71571956; 0.50189976
760.00000; 0.44464031; 0.53567284; 0.44464031
761.00000; 0.47484135; 0.44464031; 0.46652315
762.00000; 0.52935002; 0.44944423; 0.52164776
763.00000; 0.59865887; 0.49806442; 0.59628945
764.00000; 0.70329316; 0.56605606; 0.68993507
765.00000; 0.80264883; 0.65536098; 0.78807125
766.00000; 0.89630625; 0.75504604; 0.87335846
767.00000; 0.94900053; 0.84685757; 0.93490460
768.00000; 0.98753367; 0.91690633; 0.97195022
769.00000; 1.0040056; 0.96114767; 0.99103182
770.00000; 1.0126563; 0.98479221; 0.99962792
771.00000; 1.0170628; 0.99580715; 1.0028430
772.00000; 1.0175591; 1.0002425; 1.0031895
773.00000; 1.0179241; 1.0012643; 1.0025843
774.00000; 1.0182544; 1.0005814; 1.0032289
775.00000; 1.0176157; 1.0006202; 1.0050234
776.00000; 1.0165715; 1.0023668; 1.0057736
777.00000; 1.0147846; 1.0037403; 1.0045411
778.00000; 1.0134376; 1.0031013; 1.0019897
779.00000; 1.0122767; 1.0008058; 0.99910652
780.00000; 1.0108974; 0.99791515; 0.99608104
