wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.118 nm, FWHM =  5.778 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
350.00000; 0.40367911; 0.65750818; 0.64679068
351.00000; 0.41272777; 0.63083523; 0.63299022
352.00000; 0.41572779; 0.61655577; 0.62207825
353.00000; 0.41777473; 0.62036739; 0.61379380
354.00000; 0.41845894; 0.62976864; 0.60591125
355.00000; 0.41861715; 0.62499266; 0.59611379
356.00000; 0.41904921; 0.59911077; 0.58483640
357.00000; 0.42010730; 0.56722893; 0.57531378
358.00000; 0.42342574; 0.55427994; 0.57145472
359.00000; 0.42818020; 0.56857561; 0.57512477
360.00000; 0.43580580; 0.59252342; 0.58535864
361.00000; 0.44337975; 0.60925412; 0.59983819
362.00000; 0.45099546; 0.62105519; 0.61676512
363.00000; 0.46252470; 0.63554953; 0.63528701
364.00000; 0.47491055; 0.65756271; 0.65449480
365.00000; 0.48683250; 0.68680654; 0.67230076
366.00000; 0.49606338; 0.71178398; 0.68640892
367.00000; 0.50358200; 0.71952000; 0.69436670
368.00000; 0.50763545; 0.71468268; 0.69518503
369.00000; 0.51228477; 0.70842374; 0.68903370
370.00000; 0.51790162; 0.70021972; 0.67684283
371.00000; 0.51832031; 0.68203612; 0.66061442
372.00000; 0.51821914; 0.65086685; 0.64420087
373.00000; 0.52172765; 0.61669356; 0.63310304
374.00000; 0.52453309; 0.60093207; 0.63230488
375.00000; 0.52678005; 0.61873731; 0.64291995
376.00000; 0.52619842; 0.66489840; 0.66093056
377.00000; 0.52588293; 0.71467836; 0.67775017
378.00000; 0.52608299; 0.73846319; 0.68446574
379.00000; 0.52385408; 0.72587832; 0.67594740
380.00000; 0.52101565; 0.68960021; 0.65296589
381.00000; 0.51808355; 0.63834789; 0.62162365
382.00000; 0.51565981; 0.57964114; 0.59078308
383.00000; 0.51363371; 0.53950038; 0.56862233
384.00000; 0.51429893; 0.53703674; 0.55980685
385.00000; 0.51511856; 0.55743129; 0.56467040
386.00000; 0.51604408; 0.57776183; 0.58100889
387.00000; 0.52254751; 0.59672396; 0.60537366
388.00000; 0.53026810; 0.62987693; 0.63318638
389.00000; 0.53519447; 0.68250830; 0.65807743
390.00000; 0.54259045; 0.73041373; 0.67315287
391.00000; 0.55179500; 0.73379030; 0.67489624
392.00000; 0.55835878; 0.68330667; 0.66657789
393.00000; 0.56887969; 0.62792596; 0.65743094
394.00000; 0.58685355; 0.62117549; 0.65792838
395.00000; 0.60907068; 0.64873865; 0.67503158
396.00000; 0.63413745; 0.67466169; 0.71157516
397.00000; 0.66936079; 0.72133821; 0.76544477
398.00000; 0.70591863; 0.81652041; 0.83008213
399.00000; 0.74326159; 0.92534195; 0.89530197
400.00000; 0.78001393; 0.99937025; 0.95056651
401.00000; 0.81456008; 1.0316583; 0.98920207
402.00000; 0.84546933; 1.0384097; 1.0104568
403.00000; 0.87359551; 1.0325258; 1.0183494
404.00000; 0.89865529; 1.0217375; 1.0189477
405.00000; 0.91049993; 1.0115603; 1.0180232
406.00000; 0.92155613; 1.0068116; 1.0196622
407.00000; 0.93207546; 1.0134325; 1.0257897
408.00000; 0.93966443; 1.0314342; 1.0361470
409.00000; 0.94753343; 1.0501663; 1.0489698
410.00000; 0.95608784; 1.0650632; 1.0619999
411.00000; 0.96571593; 1.0801915; 1.0733456
412.00000; 0.97548129; 1.0906390; 1.0819131
413.00000; 0.98187384; 1.0916948; 1.0873683
414.00000; 0.98875062; 1.0921458; 1.0896934
415.00000; 0.99602804; 1.0971882; 1.0887217
416.00000; 1.0006212; 1.0977054; 1.0842973
417.00000; 1.0040431; 1.0857659; 1.0767234
418.00000; 1.0050085; 1.0665909; 1.0674199
419.00000; 1.0053345; 1.0516726; 1.0581888
420.00000; 1.0056515; 1.0475137; 1.0501209
421.00000; 1.0059466; 1.0481075; 1.0430612
422.00000; 1.0038855; 1.0422127; 1.0360264
423.00000; 0.99946492; 1.0315584; 1.0278036
424.00000; 0.99198751; 1.0247541; 1.0170054
425.00000; 0.98380706; 1.0193899; 1.0019581
426.00000; 0.97402048; 1.0058056; 0.98164661
427.00000; 0.96566578; 0.97737807; 0.95655353
428.00000; 0.95886712; 0.93285553; 0.93143189
429.00000; 0.95676836; 0.88128403; 0.91401875
430.00000; 0.95766275; 0.85396479; 0.91184996
431.00000; 0.96162562; 0.88214438; 0.92785371
432.00000; 0.97234551; 0.94994217; 0.95832217
433.00000; 0.98582644; 1.0106349; 0.99502390
434.00000; 1.0042521; 1.0474602; 1.0295697
435.00000; 1.0237416; 1.0748636; 1.0566844
436.00000; 1.0438286; 1.0953995; 1.0749399
437.00000; 1.0635225; 1.0971481; 1.0867997
438.00000; 1.0820970; 1.0858180; 1.0962790
439.00000; 1.0991434; 1.0853864; 1.1077192
440.00000; 1.1153889; 1.1072633; 1.1232755
441.00000; 1.1309133; 1.1410820; 1.1419501
442.00000; 1.1450967; 1.1705755; 1.1608386
443.00000; 1.1614631; 1.1867758; 1.1775962
444.00000; 1.1792814; 1.1913360; 1.1921396
445.00000; 1.1986362; 1.1937700; 1.2064093
446.00000; 1.2153870; 1.2058554; 1.2226188
447.00000; 1.2287147; 1.2299965; 1.2412190
448.00000; 1.2424558; 1.2585306; 1.2609781
449.00000; 1.2556441; 1.2858138; 1.2785403
450.00000; 1.2672599; 1.3076171; 1.2908575
451.00000; 1.2774081; 1.3121186; 1.2968499
452.00000; 1.2872978; 1.2967013; 1.2982376
453.00000; 1.2916763; 1.2806306; 1.2985311
454.00000; 1.2951728; 1.2823407; 1.3006845
455.00000; 1.2972843; 1.2988924; 1.3052665
456.00000; 1.3014077; 1.3151772; 1.3106467
457.00000; 1.3059445; 1.3203611; 1.3147568
458.00000; 1.3115990; 1.3158201; 1.3168428
459.00000; 1.3152257; 1.3110322; 1.3173862
460.00000; 1.3178064; 1.3114363; 1.3173976
461.00000; 1.3220893; 1.3139898; 1.3175432
462.00000; 1.3248702; 1.3145386; 1.3180675
463.00000; 1.3254140; 1.3134078; 1.3191527
464.00000; 1.3257522; 1.3134131; 1.3210910
465.00000; 1.3250977; 1.3162309; 1.3240734
466.00000; 1.3207755; 1.3218507; 1.3278861
467.00000; 1.3184118; 1.3290369; 1.3318482
468.00000; 1.3171175; 1.3349670; 1.3353310
469.00000; 1.3176767; 1.3362492; 1.3379907
470.00000; 1.3193960; 1.3343193; 1.3401521
471.00000; 1.3222321; 1.3344948; 1.3425254
472.00000; 1.3262952; 1.3379997; 1.3457129
473.00000; 1.3311911; 1.3427458; 1.3498436
474.00000; 1.3391305; 1.3490314; 1.3545089
475.00000; 1.3461763; 1.3561067; 1.3589383
476.00000; 1.3527887; 1.3613797; 1.3622968
477.00000; 1.3581231; 1.3639918; 1.3639918
478.00000; 1.3620571; 1.3629100; 1.3638845
479.00000; 1.3639736; 1.3584939; 1.3619848
480.00000; 1.3639918; 1.3552478; 1.3579847
481.00000; 1.3620253; 1.3552440; 1.3507752
482.00000; 1.3544790; 1.3527680; 1.3388057
483.00000; 1.3444142; 1.3380528; 1.3214838
484.00000; 1.3328045; 1.3055884; 1.3007397
485.00000; 1.3174709; 1.2627973; 1.2812009
486.00000; 1.3044628; 1.2324127; 1.2681883
487.00000; 1.2948692; 1.2333394; 1.2646755
488.00000; 1.2951760; 1.2577173; 1.2695331
489.00000; 1.3001425; 1.2835268; 1.2789438
490.00000; 1.3132759; 1.2957283; 1.2889107
491.00000; 1.3232572; 1.2948754; 1.2975458
492.00000; 1.3310506; 1.2945165; 1.3048918
493.00000; 1.3363753; 1.3048797; 1.3111508
494.00000; 1.3416495; 1.3203781; 1.3153270
495.00000; 1.3466013; 1.3285061; 1.3155515
496.00000; 1.3473665; 1.3224707; 1.3105691
497.00000; 1.3460484; 1.3048394; 1.3009103
498.00000; 1.3393586; 1.2843458; 1.2889577
499.00000; 1.3323332; 1.2675243; 1.2774221
500.00000; 1.3251029; 1.2560393; 1.2690172
501.00000; 1.3213068; 1.2506855; 1.2653307
502.00000; 1.3189456; 1.2528453; 1.2667462
503.00000; 1.3188511; 1.2611610; 1.2724551
504.00000; 1.3205176; 1.2747680; 1.2806263
505.00000; 1.3233350; 1.2915519; 1.2889157
506.00000; 1.3279990; 1.3022029; 1.2953353
507.00000; 1.3322655; 1.3010246; 1.2989976
508.00000; 1.3361172; 1.2962205; 1.3000703
509.00000; 1.3364299; 1.2963533; 1.2989320
510.00000; 1.3350724; 1.2991117; 1.2952653
511.00000; 1.3306493; 1.2973275; 1.2880748
512.00000; 1.3219870; 1.2863479; 1.2763527
513.00000; 1.3117290; 1.2676851; 1.2598292
514.00000; 1.2997305; 1.2464478; 1.2394279
515.00000; 1.2872790; 1.2210330; 1.2175718
516.00000; 1.2744402; 1.1868522; 1.1982198
517.00000; 1.2667651; 1.1554509; 1.1859793
518.00000; 1.2630454; 1.1487238; 1.1840599
519.00000; 1.2666086; 1.1707301; 1.1923696
520.00000; 1.2765440; 1.2047620; 1.2073789
521.00000; 1.2889537; 1.2326660; 1.2236723
522.00000; 1.3031079; 1.2484924; 1.2364473
