wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.323 nm, FWHM =  3.704 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
799.00000; 0.92872644; 0.92872644; 0.92698522
800.00000; 0.92284350; 0.92211446; 0.92081132
801.00000; 0.92012224; 0.91530464; 0.91727668
802.00000; 0.91989259; 0.91091992; 0.91719029
803.00000; 0.92126862; 0.90954934; 0.92096032
804.00000; 0.92597142; 0.91211884; 0.92647026
805.00000; 0.92713292; 0.91793841; 0.92872644
806.00000; 0.92286726; 0.92239545; 0.92391230
807.00000; 0.91174873; 0.92020215; 0.91263352
808.00000; 0.89780424; 0.91063488; 0.89750281
809.00000; 0.87988201; 0.89689287; 0.87842916
810.00000; 0.85242746; 0.88041317; 0.85099475
811.00000; 0.81830082; 0.85788007; 0.81253691
812.00000; 0.77147662; 0.82414156; 0.76671477
813.00000; 0.72877097; 0.78037817; 0.72303661
814.00000; 0.69300128; 0.73510411; 0.69123049
815.00000; 0.67939007; 0.69907930; 0.67636201
816.00000; 0.67636201; 0.67922679; 0.67800800
817.00000; 0.69469600; 0.67636201; 0.69277751
818.00000; 0.71520569; 0.68748567; 0.71414428
819.00000; 0.73749737; 0.70847369; 0.72824745
820.00000; 0.72461615; 0.72860259; 0.72237863
821.00000; 0.71516201; 0.72972333; 0.70641573
822.00000; 0.71272050; 0.71064957; 0.70818511
823.00000; 0.73730884; 0.70148573; 0.73454530
824.00000; 0.76557339; 0.72354683; 0.76191748
825.00000; 0.77069113; 0.75651309; 0.77007656
826.00000; 0.76614945; 0.77144730; 0.76194261
827.00000; 0.75415066; 0.76525121; 0.75189925
828.00000; 0.75549878; 0.75306053; 0.74881989
829.00000; 0.75923033; 0.74756157; 0.75177839
830.00000; 0.76610351; 0.74961722; 0.75727187
831.00000; 0.77421353; 0.75442534; 0.76562308
832.00000; 0.78390668; 0.76098165; 0.77870355
833.00000; 0.80017145; 0.77195428; 0.79531529
834.00000; 0.81566535; 0.78777910; 0.81127256
835.00000; 0.83048248; 0.80432699; 0.82369305
836.00000; 0.84000995; 0.81754247; 0.83278305
837.00000; 0.84880970; 0.82694683; 0.84017990
838.00000; 0.85657269; 0.83421747; 0.84682455
839.00000; 0.86069960; 0.84088327; 0.85212476
840.00000; 0.86349679; 0.84667722; 0.85531600
841.00000; 0.86616630; 0.85039521; 0.85694201
842.00000; 0.86784865; 0.85216445; 0.85835039
843.00000; 0.86858961; 0.85322769; 0.86049766
844.00000; 0.87043507; 0.85508543; 0.86240660
845.00000; 0.87032571; 0.85753907; 0.86168390
846.00000; 0.86605773; 0.85823452; 0.85612341
847.00000; 0.85720313; 0.85480239; 0.84510884
848.00000; 0.84693083; 0.84553708; 0.83239586
849.00000; 0.83880371; 0.83217340; 0.82361110
850.00000; 0.83042819; 0.82189971; 0.81657600
