wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.072 nm, FWHM =  4.925 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
839.00000; 0.86069960; 0.85750136; 0.86091747
840.00000; 0.86349679; 0.86182020; 0.86436660
841.00000; 0.86616630; 0.86459161; 0.86680014
842.00000; 0.86784865; 0.86591041; 0.86858737
843.00000; 0.86858961; 0.86670295; 0.86993894
844.00000; 0.87043507; 0.86808772; 0.87043507
845.00000; 0.87032571; 0.86991667; 0.86907246
846.00000; 0.86605773; 0.87043507; 0.86492805
847.00000; 0.85720313; 0.86787674; 0.85801994
848.00000; 0.84693083; 0.86097034; 0.84948718
849.00000; 0.83880371; 0.85100898; 0.84051274
850.00000; 0.83042819; 0.84335092; 0.83112548
851.00000; 0.82169843; 0.83955296; 0.82119626
852.00000; 0.81214306; 0.83215663; 0.81253530
853.00000; 0.80660475; 0.81688038; 0.80967270
854.00000; 0.80970208; 0.80588204; 0.81548161
855.00000; 0.82524192; 0.81364982; 0.82766867
856.00000; 0.84437454; 0.83431012; 0.84039636
857.00000; 0.85008203; 0.85062764; 0.84913263
858.00000; 0.85370681; 0.85638376; 0.85313573
859.00000; 0.85529684; 0.85639158; 0.85398098
860.00000; 0.85227957; 0.85548405; 0.85288073
861.00000; 0.84758997; 0.85522034; 0.84938994
862.00000; 0.84034817; 0.85519029; 0.84188673
863.00000; 0.82962275; 0.85234045; 0.82997182
864.00000; 0.81749336; 0.84140206; 0.81647581
865.00000; 0.80745699; 0.82210016; 0.80680588
866.00000; 0.80512041; 0.80584326; 0.80512041
867.00000; 0.81082058; 0.80512041; 0.81105170
868.00000; 0.82049258; 0.81712045; 0.82046323
869.00000; 0.82859092; 0.83014396; 0.82890670
870.00000; 0.83129006; 0.83846795; 0.83400680
871.00000; 0.83056419; 0.84235204; 0.83552041
872.00000; 0.82843958; 0.84282884; 0.83446579
873.00000; 0.82663093; 0.84056034; 0.83229895
874.00000; 0.82522945; 0.83695767; 0.83030884
875.00000; 0.82409793; 0.83450822; 0.82889055
876.00000; 0.82252830; 0.83447998; 0.82740551
