wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.018 nm, FWHM =  7.577 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -0.018 nm, FWHM =  7.577 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
915.00000; 0.51085012; 0.48452514; 0.49399869; 1.0341123; 1.0543315
916.00000; 0.51887249; 0.48809261; 0.49982641; 1.0381054; 1.0630616
917.00000; 0.52865429; 0.49862450; 0.50821476; 1.0402183; 1.0602253
918.00000; 0.53965711; 0.51892595; 0.51809761; 1.0416128; 1.0399501
919.00000; 0.55059194; 0.54495053; 0.52789944; 1.0429864; 1.0103522
920.00000; 0.56154347; 0.56410496; 0.53584296; 1.0479628; 0.99545920
921.00000; 0.56676256; 0.56894178; 0.54028707; 1.0490026; 0.99616970
922.00000; 0.56528769; 0.56357914; 0.53991963; 1.0469849; 1.0030316
923.00000; 0.55320686; 0.55510991; 0.53383739; 1.0362835; 0.99657176
924.00000; 0.53436204; 0.54781372; 0.52112220; 1.0254064; 0.97544479
925.00000; 0.51150224; 0.54146313; 0.50115680; 1.0206431; 0.94466680
926.00000; 0.48016686; 0.52690034; 0.47361113; 1.0138420; 0.91130490
927.00000; 0.44442545; 0.49250810; 0.43880057; 1.0128188; 0.90237185
928.00000; 0.40510655; 0.43881582; 0.39798976; 1.0178819; 0.92318130
929.00000; 0.35811524; 0.37845658; 0.35346902; 1.0131446; 0.94625185
930.00000; 0.31032729; 0.32079786; 0.30831804; 1.0065168; 0.96736084
931.00000; 0.26232768; 0.26760776; 0.26592600; 0.98646870; 0.98026935
932.00000; 0.22714151; 0.22185506; 0.22943160; 0.99001841; 1.0238284
933.00000; 0.19816700; 0.18991569; 0.20123563; 0.98475104; 1.0434472
934.00000; 0.18346603; 0.17525531; 0.18280952; 1.0035912; 1.0468501
935.00000; 0.17581444; 0.17365050; 0.17389983; 1.0110099; 1.0124615
936.00000; 0.17365050; 0.17941604; 0.17365050; 1.0000000; 0.96786496
937.00000; 0.18240178; 0.19488358; 0.17991879; 1.0138006; 0.93595252
938.00000; 0.19248603; 0.22495234; 0.18986696; 1.0137942; 0.85567470
939.00000; 0.20418033; 0.25960542; 0.20050728; 1.0183188; 0.78650255
940.00000; 0.21408998; 0.27918084; 0.20934414; 1.0226700; 0.76685055
941.00000; 0.22260148; 0.27778886; 0.21491465; 1.0357669; 0.80133334
942.00000; 0.22605905; 0.26465207; 0.21701489; 1.0416753; 0.85417448
943.00000; 0.22624515; 0.24972612; 0.21651365; 1.0449463; 0.90597311
944.00000; 0.22362962; 0.23916920; 0.21486497; 1.0407914; 0.93502683
945.00000; 0.21618744; 0.23511670; 0.21343782; 1.0128825; 0.91948993
946.00000; 0.21227969; 0.23705441; 0.21319923; 0.99568693; 0.89548930
947.00000; 0.21570214; 0.24317016; 0.21447954; 1.0057003; 0.88704197
948.00000; 0.21712869; 0.25051584; 0.21709051; 1.0001759; 0.86672639
949.00000; 0.21872669; 0.25675770; 0.22058380; 0.99158093; 0.85187977
950.00000; 0.22546640; 0.26168162; 0.22452711; 1.0041834; 0.86160580
951.00000; 0.23216963; 0.26409677; 0.22869274; 1.0152034; 0.87910818
952.00000; 0.23890069; 0.26431255; 0.23311360; 1.0248252; 0.90385677
953.00000; 0.24416028; 0.26620448; 0.23801649; 1.0258125; 0.91719074
954.00000; 0.24943029; 0.26950758; 0.24362695; 1.0238206; 0.92550379
955.00000; 0.25476161; 0.27363682; 0.25027493; 1.0179270; 0.93102094
956.00000; 0.26053980; 0.28328560; 0.25799686; 1.0098565; 0.91970718
957.00000; 0.26698553; 0.29724607; 0.26677853; 1.0007759; 0.89819700
958.00000; 0.27636213; 0.30613631; 0.27658878; 0.99918054; 0.90274208
959.00000; 0.28716015; 0.30967939; 0.28746523; 0.99893870; 0.92728209
960.00000; 0.29934316; 0.31747931; 0.29955302; 0.99929941; 0.94287452
961.00000; 0.31187442; 0.33163452; 0.31309350; 0.99610634; 0.94041604
962.00000; 0.32647484; 0.34722478; 0.32838252; 0.99419067; 0.94024060
963.00000; 0.34527616; 0.36162180; 0.34569941; 0.99877566; 0.95479907
964.00000; 0.36267895; 0.37398742; 0.36497266; 0.99371537; 0.96976242
965.00000; 0.38023395; 0.38787760; 0.38638256; 0.98408674; 0.98029366
966.00000; 0.40177945; 0.41176478; 0.40898167; 0.98238988; 0.97574992
