wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.237 nm, FWHM =  3.761 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -1.237 nm, FWHM =  3.761 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
799.00000; 0.92872644; 0.92872644; 0.92783531; 1.0009604; 1.0000000
800.00000; 0.92284350; 0.92211446; 0.92153359; 1.0014214; 1.0007906
801.00000; 0.92012224; 0.91530464; 0.91774343; 1.0025920; 1.0052634
802.00000; 0.91989259; 0.91091992; 0.91735107; 1.0027705; 1.0098501
803.00000; 0.92126862; 0.90954934; 0.92077261; 1.0005387; 1.0128847
804.00000; 0.92597142; 0.91211884; 0.92613991; 0.99981807; 1.0151873
805.00000; 0.92713292; 0.91793841; 0.92872644; 0.99828418; 1.0100165
806.00000; 0.92286726; 0.92239545; 0.92455363; 0.99817602; 1.0005115
807.00000; 0.91174873; 0.92020215; 0.91377660; 0.99778079; 0.99081352
808.00000; 0.89780424; 0.91063488; 0.89884452; 0.99884265; 0.98591023
809.00000; 0.87988201; 0.89689287; 0.87998305; 0.99988518; 0.98103357
810.00000; 0.85242746; 0.88041317; 0.85313778; 0.99916741; 0.96821298
811.00000; 0.81830082; 0.85788007; 0.81549503; 1.0034406; 0.95386389
812.00000; 0.77147662; 0.82414156; 0.77009020; 1.0018003; 0.93609721
813.00000; 0.72877097; 0.78037817; 0.72594184; 1.0038972; 0.93386899
814.00000; 0.69300128; 0.73510411; 0.69284848; 1.0002205; 0.94272535
815.00000; 0.67939007; 0.69907930; 0.67636201; 1.0044770; 0.97183549
816.00000; 0.67636201; 0.67922679; 0.67656461; 0.99970054; 0.99578228
817.00000; 0.69469600; 0.67636201; 0.69024545; 1.0064478; 1.0271068
818.00000; 0.71520569; 0.68748567; 0.71107718; 1.0058060; 1.0403209
819.00000; 0.73749737; 0.70847369; 0.72596579; 1.0158845; 1.0409665
820.00000; 0.72461615; 0.72860259; 0.72211935; 1.0034576; 0.99452865
821.00000; 0.71516201; 0.72972333; 0.70704996; 1.0114731; 0.98004543
822.00000; 0.71272050; 0.71064957; 0.70689907; 1.0082352; 1.0029141
823.00000; 0.73730884; 0.70148573; 0.73099734; 1.0086341; 1.0510675
824.00000; 0.76557339; 0.72354683; 0.75863530; 1.0091455; 1.0580841
825.00000; 0.77069113; 0.75651309; 0.76878619; 1.0024779; 1.0187413
826.00000; 0.76614945; 0.77144730; 0.76207237; 1.0053500; 0.99313258
827.00000; 0.75415066; 0.76525121; 0.75201944; 1.0028340; 0.98549424
828.00000; 0.75549878; 0.75306053; 0.74821212; 1.0097388; 1.0032378
829.00000; 0.75923033; 0.74756157; 0.75066997; 1.0114036; 1.0156091
830.00000; 0.76610351; 0.74961722; 0.75602369; 1.0133327; 1.0219930
831.00000; 0.77421353; 0.75442534; 0.76418146; 1.0131279; 1.0262295
832.00000; 0.78390668; 0.76098165; 0.77687933; 1.0090456; 1.0301256
833.00000; 0.80017145; 0.77195428; 0.79326058; 1.0087120; 1.0365529
834.00000; 0.81566535; 0.78777910; 0.80940093; 1.0077396; 1.0353986
835.00000; 0.83048248; 0.80432699; 0.82223573; 1.0100297; 1.0325185
836.00000; 0.84000995; 0.81754247; 0.83167549; 1.0100213; 1.0274817
837.00000; 0.84880970; 0.82694683; 0.83924780; 1.0113934; 1.0264381
838.00000; 0.85657269; 0.83421747; 0.84597948; 1.0125218; 1.0267978
839.00000; 0.86069960; 0.84088327; 0.85143361; 1.0108828; 1.0235661
840.00000; 0.86349679; 0.84667722; 0.85483861; 1.0101284; 1.0198654
841.00000; 0.86616630; 0.85039521; 0.85662029; 1.0111438; 1.0185456
842.00000; 0.86784865; 0.85216445; 0.85804512; 1.0114254; 1.0184051
843.00000; 0.86858961; 0.85322769; 0.86011563; 1.0098521; 1.0180045
844.00000; 0.87043507; 0.85508543; 0.86204853; 1.0097286; 1.0179510
845.00000; 0.87032571; 0.85753907; 0.86155865; 1.0101758; 1.0149109
846.00000; 0.86605773; 0.85823452; 0.85640837; 1.0112672; 1.0091155
847.00000; 0.85720313; 0.85480239; 0.84586089; 1.0134091; 1.0028085
848.00000; 0.84693083; 0.84553708; 0.83321831; 1.0164573; 1.0016483
849.00000; 0.83880371; 0.83217340; 0.82391750; 1.0180676; 1.0079675
850.00000; 0.83042819; 0.82189971; 0.81665563; 1.0168646; 1.0103766
