wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.112 nm, FWHM =  3.894 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -1.112 nm, FWHM =  3.894 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
706.00000; 1.0953473; 1.0904321; 1.0951100; 1.0002167; 1.0045077
707.00000; 1.0994245; 1.0941103; 1.0990823; 1.0003113; 1.0048571
708.00000; 1.1019903; 1.0982745; 1.1020677; 0.99992970; 1.0033833
709.00000; 1.1029255; 1.1016084; 1.1029255; 1.0000000; 1.0011956
710.00000; 1.1026114; 1.1029255; 1.1008186; 1.0016286; 0.99971522
711.00000; 1.0964314; 1.1013817; 1.0948613; 1.0014340; 0.99550538
712.00000; 1.0843644; 1.0965731; 1.0826414; 1.0015915; 0.98886650
713.00000; 1.0625829; 1.0871940; 1.0578746; 1.0044507; 0.97736270
714.00000; 1.0151255; 1.0675880; 1.0130374; 1.0020612; 0.95085885
715.00000; 0.95709606; 1.0282321; 0.94736637; 1.0102702; 0.93081711
716.00000; 0.88382247; 0.96385963; 0.87523987; 1.0098060; 0.91696181
717.00000; 0.83538158; 0.88699750; 0.82176727; 1.0165671; 0.94180827
718.00000; 0.80633902; 0.82640582; 0.80633902; 1.0000000; 0.97571799
719.00000; 0.83926778; 0.80633902; 0.82841865; 1.0130962; 1.0408374
720.00000; 0.87142028; 0.83008953; 0.86528284; 1.0070930; 1.0497907
721.00000; 0.89782052; 0.87475700; 0.88716332; 1.0120127; 1.0263656
722.00000; 0.88725152; 0.90290011; 0.88237443; 1.0055272; 0.98266852
723.00000; 0.86663321; 0.89681888; 0.86352260; 1.0036022; 0.96634140
724.00000; 0.85438857; 0.87320179; 0.84867723; 1.0067297; 0.97845490
725.00000; 0.85119979; 0.85633410; 0.84383563; 1.0087270; 0.99400432
726.00000; 0.85559465; 0.85230774; 0.84517813; 1.0123246; 1.0038565
727.00000; 0.86088250; 0.85438491; 0.84927475; 1.0136678; 1.0076050
728.00000; 0.86999534; 0.85771323; 0.85736356; 1.0147333; 1.0143196
729.00000; 0.88651682; 0.86365654; 0.87351150; 1.0148886; 1.0264692
730.00000; 0.91597574; 0.87700005; 0.90045492; 1.0172366; 1.0444421
731.00000; 0.95000474; 0.90209546; 0.93521079; 1.0158188; 1.0531089
732.00000; 0.98401260; 0.93749242; 0.96862326; 1.0158878; 1.0496219
733.00000; 1.0057286; 0.97309876; 0.99157249; 1.0142765; 1.0335319
734.00000; 1.0165820; 0.99708858; 1.0030203; 1.0135208; 1.0195504
735.00000; 1.0195109; 1.0073627; 1.0081324; 1.0112867; 1.0120594
736.00000; 1.0228792; 1.0108491; 1.0122737; 1.0104769; 1.0119010
737.00000; 1.0282074; 1.0146069; 1.0167033; 1.0113150; 1.0134046
738.00000; 1.0335628; 1.0191412; 1.0210036; 1.0123009; 1.0141507
739.00000; 1.0394592; 1.0231494; 1.0255974; 1.0135158; 1.0159407
740.00000; 1.0480263; 1.0271632; 1.0315985; 1.0159247; 1.0203114
741.00000; 1.0563299; 1.0323950; 1.0396037; 1.0160891; 1.0231839
742.00000; 1.0644118; 1.0401723; 1.0482622; 1.0154060; 1.0233033
743.00000; 1.0688692; 1.0493619; 1.0551677; 1.0129851; 1.0185896
744.00000; 1.0721216; 1.0564836; 1.0595933; 1.0118237; 1.0148020
