wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.919 nm, FWHM =  4.240 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -0.919 nm, FWHM =  4.240 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
676.00000; 1.1774325; 1.1776496; 1.1776496; 0.99981564; 0.99981564
677.00000; 1.1775408; 1.1758519; 1.1751537; 1.0020312; 1.0014363
678.00000; 1.1776496; 1.1734567; 1.1723859; 1.0044897; 1.0035731
679.00000; 1.1751748; 1.1705930; 1.1697484; 1.0046389; 1.0039141
680.00000; 1.1713249; 1.1680495; 1.1672339; 1.0035049; 1.0028042
681.00000; 1.1654833; 1.1663282; 1.1634470; 1.0017503; 0.99927560
682.00000; 1.1521564; 1.1644043; 1.1549252; 0.99760259; 0.98948141
683.00000; 1.1332794; 1.1590710; 1.1359317; 0.99766509; 0.97774808
684.00000; 1.1005092; 1.1441640; 1.1021543; 0.99850733; 0.96184567
685.00000; 1.0584523; 1.1111093; 1.0573912; 1.0010035; 0.95260855
686.00000; 1.0114161; 1.0600763; 1.0163834; 0.99511272; 0.95409740
687.00000; 0.99606132; 1.0128778; 0.99482211; 1.0012457; 0.98339733
688.00000; 0.99482211; 0.99482211; 0.99570833; 0.99910997; 1.0000000
689.00000; 1.0129062; 1.0048946; 1.0089903; 1.0038810; 1.0079726
690.00000; 1.0286543; 1.0242297; 1.0223356; 1.0061807; 1.0043199
691.00000; 1.0410188; 1.0388023; 1.0293740; 1.0113125; 1.0021337
692.00000; 1.0430596; 1.0434850; 1.0312760; 1.0114262; 0.99959233
693.00000; 1.0470637; 1.0410687; 1.0339372; 1.0126957; 1.0057585
694.00000; 1.0523259; 1.0405137; 1.0422598; 1.0096580; 1.0113522
695.00000; 1.0659491; 1.0495529; 1.0551169; 1.0102663; 1.0156221
696.00000; 1.0743523; 1.0662008; 1.0657882; 1.0080355; 1.0076454
697.00000; 1.0749630; 1.0794120; 1.0681234; 1.0064034; 0.99587832
698.00000; 1.0667860; 1.0802104; 1.0620135; 1.0044939; 0.98757242
