wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.081 nm, FWHM =  4.665 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -1.081 nm, FWHM =  4.665 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
839.00000; 0.86069960; 0.85750136; 0.86115800; 0.99946769; 1.0037297
840.00000; 0.86349679; 0.86182020; 0.86443554; 0.99891403; 1.0019454
841.00000; 0.86616630; 0.86459161; 0.86666895; 0.99942002; 1.0018213
842.00000; 0.86784865; 0.86591041; 0.86832346; 0.99945319; 1.0022384
843.00000; 0.86858961; 0.86670295; 0.86971792; 0.99870267; 1.0021768
844.00000; 0.87043507; 0.86808772; 0.87043507; 1.0000000; 1.0027040
845.00000; 0.87032571; 0.86991667; 0.86933960; 1.0011343; 1.0004702
846.00000; 0.86605773; 0.87043507; 0.86531698; 1.0008560; 0.99497109
847.00000; 0.85720313; 0.86787674; 0.85831764; 0.99870152; 0.98770146
848.00000; 0.84693083; 0.86097034; 0.84973287; 0.99670244; 0.98369338
849.00000; 0.83880371; 0.85100898; 0.84109508; 0.99727573; 0.98565789
850.00000; 0.83042819; 0.84335092; 0.83222068; 0.99784615; 0.98467693
851.00000; 0.82169843; 0.83955296; 0.82221458; 0.99937226; 0.97873329
852.00000; 0.81214306; 0.83215663; 0.81269470; 0.99932121; 0.97594976
853.00000; 0.80660475; 0.81688038; 0.80917861; 0.99681918; 0.98742089
854.00000; 0.80970208; 0.80588204; 0.81547286; 0.99292339; 1.0047402
855.00000; 0.82524192; 0.81364982; 0.82881715; 0.99568635; 1.0142470
856.00000; 0.84437454; 0.83431012; 0.84218200; 1.0026034; 1.0120632
857.00000; 0.85008203; 0.85062764; 0.85063274; 0.99935259; 0.99935858
858.00000; 0.85370681; 0.85638376; 0.85398466; 0.99967464; 0.99687412
859.00000; 0.85529684; 0.85639158; 0.85446246; 1.0009765; 0.99872168
860.00000; 0.85227957; 0.85548405; 0.85352317; 0.99854298; 0.99625420
861.00000; 0.84758997; 0.85522034; 0.85056372; 0.99650379; 0.99107788
862.00000; 0.84034817; 0.85519029; 0.84347610; 0.99629162; 0.98264466
863.00000; 0.82962275; 0.85234045; 0.83128958; 0.99799488; 0.97334667
864.00000; 0.81749336; 0.84140206; 0.81688265; 1.0007476; 0.97158470
865.00000; 0.80745699; 0.82210016; 0.80652842; 1.0011513; 0.98218810
866.00000; 0.80512041; 0.80584326; 0.80512041; 1.0000000; 0.99910298
867.00000; 0.81082058; 0.80512041; 0.81199456; 0.99855420; 1.0070799
868.00000; 0.82049258; 0.81712045; 0.82216591; 0.99796474; 1.0041268
869.00000; 0.82859092; 0.83014396; 0.83079258; 0.99734993; 0.99812920
870.00000; 0.83129006; 0.83846795; 0.83568760; 0.99473783; 0.99143928
871.00000; 0.83056419; 0.84235204; 0.83687826; 0.99245522; 0.98600604
872.00000; 0.82843958; 0.84282884; 0.83549170; 0.99155932; 0.98292743
873.00000; 0.82663093; 0.84056034; 0.83308090; 0.99225769; 0.98342842
874.00000; 0.82522945; 0.83695767; 0.83106995; 0.99297231; 0.98598708
875.00000; 0.82409793; 0.83450822; 0.82988163; 0.99303069; 0.98752524
876.00000; 0.82252830; 0.83447998; 0.82869431; 0.99255937; 0.98567769
