wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.681 nm, FWHM =  3.874 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -0.681 nm, FWHM =  3.874 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
646.00000; 1.1925452; 1.1911748; 1.1851017; 1.0062809; 1.0011505
647.00000; 1.1891869; 1.1830380; 1.1785964; 1.0089857; 1.0051975
648.00000; 1.1896054; 1.1780723; 1.1759980; 1.0115710; 1.0097898
649.00000; 1.1939840; 1.1769954; 1.1772891; 1.0141808; 1.0144339
650.00000; 1.1991853; 1.1795231; 1.1809252; 1.0154625; 1.0166696
651.00000; 1.2018203; 1.1836725; 1.1840084; 1.0150437; 1.0153318
652.00000; 1.1974637; 1.1864909; 1.1829371; 1.0122801; 1.0092480
653.00000; 1.1832824; 1.1845394; 1.1740758; 1.0078416; 0.99893879
654.00000; 1.1645841; 1.1736995; 1.1580843; 1.0056125; 0.99223358
655.00000; 1.1479510; 1.1557094; 1.1439933; 1.0034596; 0.99328685
656.00000; 1.1431987; 1.1431987; 1.1431987; 1.0000000; 1.0000000
657.00000; 1.1514712; 1.1481480; 1.1569275; 0.99528383; 1.0028944
658.00000; 1.1693318; 1.1661528; 1.1754495; 0.99479538; 1.0027260
659.00000; 1.1853409; 1.1836282; 1.1898889; 0.99617778; 1.0014469
660.00000; 1.1928686; 1.1945263; 1.1982429; 0.99551481; 0.99861222
661.00000; 1.1947228; 1.2001320; 1.2017039; 0.99419067; 0.99549283
662.00000; 1.1937009; 1.2018203; 1.2018203; 0.99324412; 0.99324412
663.00000; 1.1904796; 1.2007688; 1.2004494; 0.99169494; 0.99143121
664.00000; 1.1868937; 1.1991407; 1.1992992; 0.98965598; 0.98978680
665.00000; 1.1827664; 1.1983425; 1.1989052; 0.98653873; 0.98700199
666.00000; 1.1817328; 1.1982416; 1.1990776; 0.98553494; 0.98622253
