wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.343 nm, FWHM =  1.031 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
379.01062; 0.00027262729; 0.00023628530; 0.00025057742
379.24622; 0.00027536341; 0.00022534950; 0.00025487294
379.48182; 0.00027151173; 0.00022077356; 0.00025122703
379.71742; 0.00026287193; 0.00022354266; 0.00024122442
379.95302; 0.00025079141; 0.00023394244; 0.00022762418
380.18862; 0.00023306787; 0.00024770611; 0.00021340279
380.42422; 0.00021353342; 0.00025769572; 0.00020021364
380.65982; 0.00020144464; 0.00025957327; 0.00018801916
380.89542; 0.00019119618; 0.00025344049; 0.00017676899
381.13102; 0.00018106499; 0.00024150326; 0.00016739821
381.36662; 0.00017120904; 0.00022685462; 0.00016077335
381.60222; 0.00016571301; 0.00021249855; 0.00015651502
381.83782; 0.00016580155; 0.00019947464; 0.00015378153
382.07342; 0.00016779193; 0.00018728054; 0.00015303260
382.30902; 0.00017756645; 0.00017612599; 0.00015625462
382.54462; 0.00018667457; 0.00016730639; 0.00016535375
382.78022; 0.00019887507; 0.00016147705; 0.00017989729
383.01582; 0.00021443461; 0.00015775535; 0.00019599201
383.25142; 0.00022921495; 0.00015533007; 0.00020822783
383.48702; 0.00023476973; 0.00015527565; 0.00021323898
383.72262; 0.00023077380; 0.00016003580; 0.00021143856
383.95822; 0.00022526001; 0.00017132135; 0.00020437586
384.19382; 0.00022179930; 0.00018770414; 0.00019541834
384.42942; 0.00021472804; 0.00020405149; 0.00018969887
384.66502; 0.00021537878; 0.00021474117; 0.00019153102
384.90062; 0.00022128015; 0.00021752020; 0.00019956853
385.13622; 0.00022441438; 0.00021357057; 0.00020682095
385.37182; 0.00022483656; 0.00020495180; 0.00020769340
385.60742; 0.00022109552; 0.00019560012; 0.00020360740
385.84302; 0.00021638522; 0.00019140592; 0.00019988195
386.07862; 0.00021517764; 0.00019605060; 0.00019877065
386.31422; 0.00021656747; 0.00020577021; 0.00019830470
386.54982; 0.00021501691; 0.00021196348; 0.00019693099
386.78542; 0.00021019596; 0.00021041855; 0.00019595068
387.02102; 0.00021081598; 0.00020519574; 0.00019778721
387.25662; 0.00021579408; 0.00020216800; 0.00020456770
387.49222; 0.00022197433; 0.00020186776; 0.00021745318
387.72782; 0.00022946346; 0.00020122446; 0.00023474996
387.96342; 0.00024084988; 0.00019946495; 0.00025153372
388.19902; 0.00025136392; 0.00019881874; 0.00026288035
388.43462; 0.00025544215; 0.00020178638; 0.00026718152
388.67022; 0.00025424963; 0.00021043392; 0.00026664534
388.90582; 0.00025425670; 0.00022557106; 0.00026599244
389.14142; 0.00025614249; 0.00024427202; 0.00026987414
389.37702; 0.00026073764; 0.00026058811; 0.00027928896
389.61262; 0.00026543569; 0.00027000086; 0.00029012772
389.84822; 0.00026758364; 0.00027216460; 0.00029603762
390.08382; 0.00026726358; 0.00027044738; 0.00029291003
390.31942; 0.00025626118; 0.00027030860; 0.00028105766
390.55502; 0.00023927529; 0.00027615390; 0.00026399380
390.79062; 0.00022180484; 0.00028742611; 0.00024478330
391.02622; 0.00020178139; 0.00029831047; 0.00022297727
391.26182; 0.00018129759; 0.00030211824; 0.00019629879
391.49742; 0.00015823737; 0.00029583388; 0.00016622253
391.73302; 0.00013888744; 0.00028126311; 0.00014050461
391.96862; 0.00012894618; 0.00026276166; 0.00012894618
392.20422; 0.00013493347; 0.00024282433; 0.00013636753
392.43982; 0.00015286799; 0.00021958218; 0.00015921611
392.67542; 0.00017654389; 0.00019055992; 0.00018863279
392.91102; 0.00019934216; 0.00015915718; 0.00021677326
393.14662; 0.00021833691; 0.00013531018; 0.00024015777
393.38222; 0.00023521736; 0.00012894618; 0.00025829336
393.61782; 0.00024865852; 0.00014264507; 0.00027128165
393.85342; 0.00025374037; 0.00017000939; 0.00027859686
394.08902; 0.00025101655; 0.00020094926; 0.00027960867
394.32462; 0.00024170805; 0.00022853092; 0.00027129681
394.56022; 0.00022627488; 0.00025071512; 0.00025137322
394.79582; 0.00020402865; 0.00026760330; 0.00022105850
395.03142; 0.00018088546; 0.00027888679; 0.00018704169
395.26702; 0.00016331697; 0.00028510249; 0.00016018214
395.50262; 0.00015639366; 0.00028391335; 0.00015118315
395.73822; 0.00016624638; 0.00027225594; 0.00016500573
395.97382; 0.00018982072; 0.00024813317; 0.00019754132
396.20942; 0.00022458874; 0.00021426015; 0.00023780023
396.44502; 0.00025978106; 0.00017928612; 0.00027428694
396.68062; 0.00028399075; 0.00015533429; 0.00030083273
396.91622; 0.00030038164; 0.00015274429; 0.00031807320
397.15182; 0.00031286516; 0.00017417035; 0.00033002382
397.38742; 0.00032252595; 0.00021236173; 0.00033932254
397.62302; 0.00032813979; 0.00025443361; 0.00034562721
397.85862; 0.00033071925; 0.00028929437; 0.00034789953
398.09422; 0.00033676444; 0.00031286170; 0.00034729338
398.32982; 0.00034368279; 0.00032786916; 0.00034702711
398.56542; 0.00034712532; 0.00033892032; 0.00034900440
398.80102; 0.00034883165; 0.00034775592; 0.00035175263
399.03662; 0.00035309586; 0.00035309586; 0.00035309586
