wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.147 nm, FWHM =  0.970 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.147 nm, FWHM =  0.970 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
683.04000; 1.1847145; 1.2053329; 1.1971346; 0.98962513; 0.98289402
683.28000; 1.1916464; 1.2056369; 1.1991706; 0.99372546; 0.98839573
683.52000; 1.1996223; 1.2027588; 1.2041231; 0.99626217; 0.99739226
683.76000; 1.2056369; 1.1962326; 1.2056369; 1.0000000; 1.0078616
684.00000; 1.2007226; 1.1892698; 1.2008955; 0.99985601; 1.0096300
684.24000; 1.1952903; 1.1865144; 1.1924330; 1.0023962; 1.0073964
684.48000; 1.1865634; 1.1891489; 1.1839067; 1.0022440; 0.99782575
684.72000; 1.1781577; 1.1931102; 1.1738880; 1.0036373; 0.98746761
684.96000; 1.1616572; 1.1931231; 1.1528805; 1.0076129; 0.97362731
685.20000; 1.1148484; 1.1877315; 1.1083144; 1.0058954; 0.93863668
685.44000; 1.0365860; 1.1796413; 1.0393651; 0.99732620; 0.87872988
685.68000; 0.96378693; 1.1712198; 0.96833882; 0.99529928; 0.82289156
685.92000; 0.92738960; 1.1592527; 0.92738960; 1.0000000; 0.79998914
686.16000; 0.93089624; 1.1338085; 0.93117753; 0.99969792; 0.82103479
686.40000; 0.96623898; 1.0853221; 0.96913736; 0.99700931; 0.89027856
686.64000; 1.0127431; 1.0183408; 1.0189242; 0.99393367; 0.99450312
686.88000; 1.0525979; 0.95674577; 1.0590965; 0.99386400; 1.1001856
687.12000; 1.0704507; 0.92738960; 1.0769452; 0.99396957; 1.1542622
687.36000; 1.0703340; 0.93852287; 1.0743489; 0.99626303; 1.1404454
687.60000; 1.0611982; 0.97749240; 1.0641249; 0.99724966; 1.0856332
687.84000; 1.0561861; 1.0231587; 1.0576644; 0.99860227; 1.0322797
688.08000; 1.0531096; 1.0567889; 1.0580731; 0.99530893; 0.99651841
688.32000; 1.0586874; 1.0694048; 1.0634226; 0.99554719; 0.98997820
688.56000; 1.0688080; 1.0653221; 1.0714631; 0.99752194; 1.0032721
688.80000; 1.0788662; 1.0564765; 1.0805504; 0.99844130; 1.0211928
689.04000; 1.0860915; 1.0518426; 1.0891983; 0.99714769; 1.0325609
689.28000; 1.0966072; 1.0532945; 1.0967439; 0.99987537; 1.0411211
689.52000; 1.1062757; 1.0589961; 1.1034962; 1.0025188; 1.0446456
689.76000; 1.1152352; 1.0669532; 1.1091933; 1.0054471; 1.0452522
690.00000; 1.1199725; 1.0755947; 1.1128343; 1.0064144; 1.0412588
690.24000; 1.1227326; 1.0836633; 1.1145858; 1.0073093; 1.0360530
690.48000; 1.1271860; 1.0907641; 1.1154979; 1.0104779; 1.0333912
690.72000; 1.1336325; 1.0970591; 1.1150632; 1.0166531; 1.0333377
690.96000; 1.1403564; 1.1020884; 1.1118314; 1.0256559; 1.0347231
