wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.558 nm, FWHM =  1.060 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.558 nm, FWHM =  1.060 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
426.96000; 1.1703420; 1.1859294; 1.1413302; 1.0254193; 0.98685638
427.20000; 1.1420902; 1.1576304; 1.1181450; 1.0214151; 0.98657581
427.44000; 1.1020521; 1.1552546; 1.0961103; 1.0054208; 0.95394741
427.68000; 1.0801560; 1.1714361; 1.0739410; 1.0057870; 0.92207845
427.92000; 1.0551132; 1.1861675; 1.0432395; 1.0113815; 0.88951452
428.16000; 1.0024515; 1.1866209; 0.99967002; 1.0027824; 0.84479509
428.40000; 0.94351100; 1.1716980; 0.95131088; 0.99180091; 0.80525102
428.64000; 0.90505077; 1.1472157; 0.91242057; 0.99192280; 0.78891076
428.88000; 0.89319536; 1.1222083; 0.89319536; 1.0000000; 0.79592651
429.12000; 0.90595129; 1.1012958; 0.90030000; 1.0062771; 0.82262307
429.36000; 0.94768389; 1.0769348; 0.94171045; 1.0063432; 0.87998257
429.60000; 1.0179530; 1.0373756; 1.0204102; 0.99759203; 0.98127718
429.84000; 1.1047983; 0.98426431; 1.1207662; 0.98575265; 1.1224610
430.08000; 1.2035401; 0.93402106; 1.2079179; 0.99637573; 1.2885578
430.32000; 1.2551287; 0.90159590; 1.2491110; 1.0048176; 1.3921189
430.56000; 1.2511441; 0.89319536; 1.2409315; 1.0082298; 1.4007508
430.80000; 1.2107213; 0.91584811; 1.2147360; 0.99669501; 1.3219674
431.04000; 1.1971097; 0.98017967; 1.2091649; 0.99003016; 1.2213166
431.28000; 1.2110016; 1.0836143; 1.2345275; 0.98094340; 1.1175578
431.52000; 1.2248939; 1.1956681; 1.2667081; 0.96698989; 1.0244431
431.76000; 1.2207444; 1.2704273; 1.2743175; 0.95795933; 0.96089278
432.00000; 1.1889548; 1.2814643; 1.2482769; 0.95247682; 0.92780953
432.24000; 1.1367158; 1.2479661; 1.2085609; 0.94055316; 0.91085472
432.48000; 1.1008917; 1.2209906; 1.1853839; 0.92872167; 0.90163812
432.72000; 1.1200246; 1.2354142; 1.1914681; 0.94003742; 0.90659841
432.96000; 1.1672626; 1.2781231; 1.2131031; 0.96221222; 0.91326307
433.20000; 1.1997604; 1.3072712; 1.2296925; 0.97565884; 0.91775941
433.44000; 1.2112555; 1.2947537; 1.2370810; 0.97912389; 0.93551041
433.68000; 1.2133018; 1.2492346; 1.2473084; 0.97273599; 0.97123615
433.92000; 1.2173852; 1.2071482; 1.2700347; 0.95854479; 1.0084803
434.16000; 1.2406281; 1.1993530; 1.3015524; 0.95319111; 1.0344145
434.40000; 1.2616470; 1.2224137; 1.3307770; 0.94805291; 1.0320949
434.64000; 1.2788385; 1.2477786; 1.3481246; 0.94860554; 1.0248921
434.88000; 1.2947966; 1.2575577; 1.3508707; 0.95849042; 1.0296121
435.12000; 1.2971798; 1.2613860; 1.3388050; 0.96890869; 1.0283766
435.36000; 1.2769332; 1.2777413; 1.3182980; 0.96862252; 0.99936753
435.60000; 1.2470573; 1.3097820; 1.2982152; 0.96059366; 0.95211060
435.84000; 1.2162102; 1.3454692; 1.2836374; 0.94747175; 0.90393017
436.08000; 1.1994878; 1.3713848; 1.2707584; 0.94391493; 0.87465450
436.32000; 1.1836885; 1.3829990; 1.2500235; 0.94693297; 0.85588531
436.56000; 1.1623254; 1.3767164; 1.2195993; 0.95303873; 0.84427368
436.80000; 1.1391428; 1.3565660; 1.1936678; 0.95432151; 0.83972536
437.04000; 1.1503424; 1.3323797; 1.1896166; 0.96698581; 0.86337426
437.28000; 1.1895857; 1.3138200; 1.2091970; 0.98378150; 0.90544038
437.52000; 1.2244951; 1.3025151; 1.2390821; 0.98822753; 0.94010048
437.76000; 1.2548674; 1.2882044; 1.2654472; 0.99163950; 0.97412132
438.00000; 1.2877138; 1.2591198; 1.2816498; 1.0047314; 1.0227095
438.24000; 1.3049684; 1.2222786; 1.2866295; 1.0142534; 1.0676522
438.48000; 1.3002342; 1.2025150; 1.2835503; 1.0129982; 1.0812623
438.72000; 1.2861871; 1.2140141; 1.2801727; 1.0046981; 1.0594499
438.96000; 1.2919044; 1.2458271; 1.2853036; 1.0051356; 1.0369854
439.20000; 1.2952653; 1.2786944; 1.3010892; 0.99552377; 1.0129592
439.44000; 1.3368728; 1.3018751; 1.3206121; 1.0123130; 1.0268826
439.68000; 1.3527947; 1.3125773; 1.3366346; 1.0120901; 1.0306400
439.92000; 1.3711461; 1.3116575; 1.3500730; 1.0156089; 1.0453537
440.16000; 1.3829990; 1.3049020; 1.3648131; 1.0133248; 1.0598489
440.40000; 1.3772456; 1.3033765; 1.3780539; 0.99941345; 1.0566752
440.64000; 1.3688598; 1.3155607; 1.3829990; 0.98977644; 1.0405144
440.88000; 1.3638813; 1.3376297; 1.3782463; 0.98957732; 1.0196254
