wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.425 nm, FWHM =  1.095 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.425 nm, FWHM =  1.095 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
846.00000; 0.90628861; 0.91108430; 0.90930076; 0.99668740; 0.99473628
846.24000; 0.90938113; 0.90727287; 0.91137675; 0.99781033; 1.0023237
846.48000; 0.91124558; 0.90337459; 0.91151550; 0.99970388; 1.0087129
846.72000; 0.90712569; 0.90077719; 0.91083265; 0.99593014; 1.0070478
846.96000; 0.90785427; 0.90151258; 0.90972705; 0.99794138; 1.0070345
847.20000; 0.91151550; 0.90547780; 0.90656088; 1.0054653; 1.0066680
847.44000; 0.90609872; 0.90972184; 0.89811265; 1.0088921; 0.99601734
847.68000; 0.88861101; 0.91151550; 0.88176106; 1.0077685; 0.97487208
847.92000; 0.86462038; 0.91103623; 0.85910496; 1.0064200; 0.94905160
848.16000; 0.84017140; 0.91019942; 0.83818938; 1.0023647; 0.92306300
848.40000; 0.82709435; 0.90966920; 0.82965158; 0.99691771; 0.90922541
848.64000; 0.83485897; 0.90759003; 0.83796235; 0.99629652; 0.91986353
848.88000; 0.85304999; 0.90027790; 0.85694618; 0.99545340; 0.94754074
849.12000; 0.86798103; 0.88415179; 0.87499810; 0.99198047; 0.98171042
849.36000; 0.87915759; 0.85997416; 0.88402818; 0.99449046; 1.0223070
849.60000; 0.88530735; 0.83690798; 0.88383120; 1.0016702; 1.0578312
849.84000; 0.88598786; 0.82833504; 0.88023752; 1.0065327; 1.0696009
850.08000; 0.88766952; 0.83951635; 0.87888247; 1.0099980; 1.0573582
850.32000; 0.88913145; 0.86174814; 0.88188578; 1.0082161; 1.0317765
850.56000; 0.88794750; 0.88081816; 0.88663852; 1.0014763; 1.0080940
850.80000; 0.89027615; 0.88840224; 0.88955585; 1.0008097; 1.0021093
851.04000; 0.89266666; 0.88566061; 0.88920585; 1.0038920; 1.0079105
851.28000; 0.88819434; 0.88023581; 0.88568514; 1.0028331; 1.0090414
851.52000; 0.88095964; 0.87873277; 0.87755066; 1.0038847; 1.0025342
851.76000; 0.86888642; 0.88292205; 0.86030192; 1.0099785; 0.98410321
852.00000; 0.84219546; 0.88864448; 0.82924516; 1.0156170; 0.94773048
852.24000; 0.79953917; 0.89148611; 0.78588383; 1.0173758; 0.89686105
852.48000; 0.74785824; 0.89065311; 0.74262237; 1.0070505; 0.83967398
852.72000; 0.71865722; 0.88748671; 0.71865722; 1.0000000; 0.80976674
