wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.177 nm, FWHM =  1.077 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.177 nm, FWHM =  1.077 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
586.08000; 1.3918512; 1.3492044; 1.3918512; 1.0000000; 1.0316088
586.32000; 1.3897634; 1.3599097; 1.3907679; 0.99927771; 1.0219527
586.56000; 1.3837158; 1.3714598; 1.3842099; 0.99964303; 1.0089365
586.80000; 1.3720508; 1.3811802; 1.3715274; 1.0003816; 0.99339012
587.04000; 1.3495181; 1.3883285; 1.3502547; 0.99945450; 0.97204523
587.28000; 1.3211658; 1.3918512; 1.3172789; 1.0029507; 0.94921484
587.52000; 1.2752405; 1.3904267; 1.2752599; 0.99998480; 0.91715764
587.76000; 1.2293831; 1.3837186; 1.2368668; 0.99394950; 0.88846324
588.00000; 1.2179951; 1.3716971; 1.2179951; 1.0000000; 0.88794751
588.24000; 1.2245560; 1.3516486; 1.2260708; 0.99876454; 0.90597220
588.48000; 1.2536513; 1.3187119; 1.2561451; 0.99801468; 0.95066348
588.72000; 1.2922595; 1.2748114; 1.2937308; 0.99886277; 1.0136868
588.96000; 1.3231512; 1.2351234; 1.3287034; 0.99582133; 1.0712705
589.20000; 1.3415271; 1.2179951; 1.3510946; 0.99291868; 1.1014224
589.44000; 1.3529492; 1.2297895; 1.3604195; 0.99450878; 1.1001469
589.68000; 1.3550998; 1.2632614; 1.3607508; 0.99584713; 1.0726994
589.92000; 1.3513969; 1.3025129; 1.3568783; 0.99596030; 1.0375306
590.16000; 1.3482749; 1.3367256; 1.3534807; 0.99615376; 1.0086400
590.40000; 1.3472838; 1.3563817; 1.3540280; 0.99501920; 0.99329255
590.64000; 1.3486115; 1.3629911; 1.3581619; 0.99296811; 0.98944991
590.88000; 1.3518801; 1.3616298; 1.3616248; 0.99284333; 0.99283970
591.12000; 1.3557707; 1.3566535; 1.3603245; 0.99665246; 0.99934933
591.36000; 1.3585521; 1.3527262; 1.3544629; 1.0030191; 1.0043068
591.60000; 1.3508923; 1.3538576; 1.3485249; 1.0017556; 0.99780973
591.84000; 1.3474966; 1.3592637; 1.3472321; 1.0001964; 0.99134304
592.08000; 1.3503578; 1.3633794; 1.3515815; 0.99909460; 0.99044903
