wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.346 nm, FWHM =  1.049 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.346 nm, FWHM =  1.049 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
805.92000; 0.97925856; 0.97959199; 0.97959199; 0.99965962; 0.99965962
806.16000; 0.97875609; 0.97924515; 0.97881674; 0.99993803; 0.99950057
806.40000; 0.97832109; 0.97827723; 0.97747480; 1.0008658; 1.0000448
806.64000; 0.97959199; 0.97671638; 0.97486155; 1.0048524; 1.0029442
806.88000; 0.97245630; 0.97474919; 0.97142155; 1.0010652; 0.99764771
807.12000; 0.97061507; 0.97313148; 0.96827969; 1.0024119; 0.99741411
807.36000; 0.97188205; 0.97233449; 0.96577687; 1.0063215; 0.99953469
807.60000; 0.96913902; 0.97170084; 0.96301572; 1.0063585; 0.99736357
807.84000; 0.96601472; 0.97004392; 0.95945097; 1.0068412; 0.99584637
808.08000; 0.96228229; 0.96699309; 0.95637172; 1.0061802; 0.99512841
808.32000; 0.95978383; 0.96353247; 0.95583531; 1.0041310; 0.99610948
808.56000; 0.96173000; 0.96086973; 0.95812287; 1.0037648; 1.0008953
808.80000; 0.96438186; 0.95874556; 0.96088859; 1.0036355; 1.0058788
809.04000; 0.96541131; 0.95581249; 0.96137482; 1.0041987; 1.0100426
809.28000; 0.96475800; 0.95203816; 0.95838658; 1.0066481; 1.0133606
809.52000; 0.96287490; 0.94955835; 0.95307308; 1.0102844; 1.0140239
809.76000; 0.96381580; 0.95034387; 0.94778594; 1.0169129; 1.0141758
810.00000; 0.96484109; 0.95356221; 0.94411216; 1.0219560; 1.0118282
810.24000; 0.96230329; 0.95596999; 0.94163876; 1.0219453; 1.0066250
810.48000; 0.95765952; 0.95519503; 0.93879339; 1.0200961; 1.0025801
810.72000; 0.95305368; 0.95094625; 0.93492981; 1.0193853; 1.0022161
810.96000; 0.95110436; 0.94526378; 0.93037179; 1.0222842; 1.0061788
811.20000; 0.94874675; 0.94061453; 0.92418582; 1.0265757; 1.0086457
811.44000; 0.93859204; 0.93793607; 0.91411776; 1.0267737; 1.0006994
811.68000; 0.92374018; 0.93588911; 0.90027696; 1.0260622; 0.98701884
811.92000; 0.91240126; 0.93277606; 0.88707693; 1.0285481; 0.97815681
812.16000; 0.90577639; 0.92874731; 0.87909550; 1.0303504; 0.97526678
812.40000; 0.90045554; 0.92433994; 0.87601053; 1.0279049; 0.97416059
812.64000; 0.89551391; 0.91766855; 0.87374852; 1.0249104; 0.97585769
812.88000; 0.89419343; 0.90618778; 0.86915973; 1.0288022; 0.98676395
813.12000; 0.88678859; 0.89169905; 0.86175469; 1.0290499; 0.99449315
813.36000; 0.87848412; 0.88024758; 0.85307987; 1.0297794; 0.99799663
813.60000; 0.87078773; 0.87527896; 0.84600292; 1.0292964; 0.99486880
813.84000; 0.86335762; 0.87389551; 0.84283727; 1.0243468; 0.98794147
814.08000; 0.86394125; 0.87139806; 0.84286188; 1.0250093; 0.99144271
814.32000; 0.85970455; 0.86586373; 0.84201404; 1.0210098; 0.99288666
