wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.396 nm, FWHM =  1.060 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.396 nm, FWHM =  1.060 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
482.88000; 1.5170356; 1.5343689; 1.4743067; 1.0289824; 0.98870330
483.12000; 1.5201073; 1.5272130; 1.4713723; 1.0331221; 0.99534728
483.36000; 1.5073614; 1.5176496; 1.4652222; 1.0287596; 0.99322096
483.60000; 1.4818774; 1.5042507; 1.4490486; 1.0226554; 0.98512657
483.84000; 1.4432327; 1.4887403; 1.4169814; 1.0185262; 0.96943214
484.08000; 1.3775307; 1.4771417; 1.3662608; 1.0082488; 0.93256504
484.32000; 1.3071226; 1.4727543; 1.3045652; 1.0019603; 0.88753613
484.56000; 1.2530564; 1.4713035; 1.2542029; 0.99908587; 0.85166414
484.80000; 1.2397230; 1.4652039; 1.2397230; 1.0000000; 0.84610957
485.04000; 1.2691211; 1.4481270; 1.2653616; 1.0029711; 0.87638804
485.28000; 1.3166128; 1.4142099; 1.3104400; 1.0047104; 0.93098821
485.52000; 1.3543994; 1.3601211; 1.3513636; 1.0022464; 0.99579324
485.76000; 1.3770435; 1.2950257; 1.3816205; 0.99668722; 1.0633330
486.00000; 1.4000892; 1.2458449; 1.4062918; 0.99558939; 1.1238070
486.24000; 1.4278899; 1.2397230; 1.4308554; 0.99792746; 1.1517814
486.48000; 1.4493812; 1.2756395; 1.4494941; 0.99992210; 1.1361997
486.72000; 1.4507066; 1.3247779; 1.4549369; 0.99709248; 1.0950565
486.96000; 1.4390853; 1.3627080; 1.4449507; 0.99594075; 1.0560482
487.20000; 1.4222090; 1.3888779; 1.4261977; 0.99720326; 1.0239986
487.44000; 1.4076360; 1.4122770; 1.4130478; 0.99617008; 0.99671378
487.68000; 1.4120184; 1.4370321; 1.4199922; 0.99438457; 0.98259350
487.92000; 1.4420696; 1.4547956; 1.4499109; 0.99459186; 0.99125239
488.16000; 1.4776349; 1.4574778; 1.4890551; 0.99233054; 1.0138301
488.40000; 1.4971530; 1.4437967; 1.5174459; 0.98662689; 1.0369555
488.64000; 1.4995331; 1.4222164; 1.5247615; 0.98345419; 1.0543635
488.88000; 1.4927496; 1.4092062; 1.5138768; 0.98604432; 1.0592840
489.12000; 1.4787364; 1.4202883; 1.4924801; 0.99079141; 1.0411523
489.36000; 1.4666607; 1.4560265; 1.4674936; 0.99943244; 1.0073036
489.60000; 1.4508332; 1.4977678; 1.4450049; 1.0040334; 0.96866363
489.84000; 1.4386824; 1.5233031; 1.4272192; 1.0080319; 0.94444921
490.08000; 1.4277764; 1.5253702; 1.4104913; 1.0122546; 0.93601956
490.32000; 1.4018519; 1.5107576; 1.3939683; 1.0056555; 0.92791315
490.56000; 1.3785712; 1.4876406; 1.3873924; 0.99364184; 0.92668291
490.80000; 1.3881053; 1.4621096; 1.4018956; 0.99016312; 0.94938527
491.04000; 1.4227168; 1.4408187; 1.4349321; 0.99148719; 0.98743637
491.28000; 1.4588171; 1.4253099; 1.4699737; 0.99241032; 1.0235087
491.52000; 1.4840943; 1.4089919; 1.4897334; 0.99621471; 1.0533022
491.76000; 1.4913924; 1.3910764; 1.4883878; 1.0020187; 1.0721140
492.00000; 1.4793725; 1.3855185; 1.4744321; 1.0033507; 1.0677393
492.24000; 1.4692842; 1.4049078; 1.4639023; 1.0036764; 1.0458226
492.48000; 1.4778508; 1.4427794; 1.4686667; 1.0062534; 1.0243082
492.72000; 1.4972552; 1.4785347; 1.4882411; 1.0060569; 1.0126615
492.96000; 1.5179481; 1.4945373; 1.5121447; 1.0038379; 1.0156643
493.20000; 1.5344056; 1.4876718; 1.5296274; 1.0031238; 1.0314140
493.44000; 1.5356750; 1.4700065; 1.5356750; 1.0000000; 1.0446723
493.68000; 1.5281528; 1.4598140; 1.5299526; 0.99882364; 1.0468134
493.92000; 1.5100591; 1.4682645; 1.5159766; 0.99609659; 1.0284653
494.16000; 1.4879288; 1.4915513; 1.5020981; 0.99056703; 0.99757132
494.40000; 1.4795865; 1.5163046; 1.4964830; 0.98870923; 0.97578447
494.64000; 1.4886468; 1.5320503; 1.4977209; 0.99394141; 0.97166963
494.88000; 1.5035412; 1.5356750; 1.4961569; 1.0049355; 0.97907515
495.12000; 1.5111432; 1.5275018; 1.4875665; 1.0158492; 0.98929061
495.36000; 1.5060460; 1.5112638; 1.4790487; 1.0182531; 0.99654741
495.60000; 1.5073907; 1.4970730; 1.4776619; 1.0201188; 1.0068919
495.84000; 1.5100220; 1.4941411; 1.4785461; 1.0212884; 1.0106288
496.08000; 1.5089489; 1.4980968; 1.4689286; 1.0272446; 1.0072440
496.32000; 1.4893445; 1.4957547; 1.4439543; 1.0314347; 0.99571440
496.56000; 1.4619589; 1.4844932; 1.4097442; 1.0370385; 0.98482020
496.80000; 1.4442034; 1.4757984; 1.3853049; 1.0425166; 0.97859123
497.04000; 1.4396926; 1.4772605; 1.3843165; 1.0400025; 0.97456922
497.28000; 1.4541543; 1.4801704; 1.4044873; 1.0353631; 0.98242360
497.52000; 1.4787436; 1.4696702; 1.4306918; 1.0335864; 1.0061738
497.76000; 1.4976125; 1.4397376; 1.4482900; 1.0340557; 1.0401982
498.00000; 1.5041838; 1.4027008; 1.4505961; 1.0369419; 1.0723483
