wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.488 nm, FWHM =  1.598 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.488 nm, FWHM =  1.598 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
349.92000; 4.5745995e-008; 0.68394463; 0.57509991; 7.9544430e-008; 6.6885524e-008
350.16000; 0.59384335; 0.66716271; 0.56818753; 1.0451538; 0.89010273
350.40000; 0.57918278; 0.64647350; 0.56319459; 1.0283884; 0.89591108
350.64000; 0.56029296; 0.62145900; 0.56037878; 0.99984686; 0.90157671
350.88000; 0.55948076; 0.59489380; 0.56117400; 0.99698268; 0.94047165
351.12000; 0.58443576; 0.57504094; 0.56707405; 1.0306163; 1.0163376
351.36000; 0.61386716; 0.57085020; 0.57827052; 1.0615571; 1.0753560
351.60000; 0.63799171; 0.57912043; 0.59326101; 1.0753980; 1.1016564
351.84000; 0.65994366; 0.58172923; 0.60964664; 1.0825019; 1.1344516
352.08000; 0.67195170; 0.56642033; 0.62524444; 1.0747024; 1.1863128
352.32000; 0.67135771; 0.54581758; 0.63858652; 1.0513183; 1.2300038
352.56000; 0.68656287; 0.54410609; 0.64838780; 1.0588769; 1.2618180
352.80000; 0.68694920; 0.56761373; 0.65483810; 1.0490367; 1.2102406
353.04000; 0.68210253; 0.59929680; 0.65705788; 1.0381164; 1.1381715
353.28000; 0.68063013; 0.62151468; 0.65520859; 1.0387992; 1.0951151
353.52000; 0.66789340; 0.63370676; 0.64995864; 1.0275937; 1.0539471
353.76000; 0.65184831; 0.64531163; 0.64197460; 1.0153802; 1.0101295
354.00000; 0.63865364; 0.66007493; 0.63128066; 1.0116794; 0.96754718
354.24000; 0.62861683; 0.67228035; 0.61711961; 1.0186305; 0.93505162
354.48000; 0.61985016; 0.67672778; 0.59867084; 1.0353772; 0.91595199
354.72000; 0.60712731; 0.67156740; 0.57623362; 1.0536131; 0.90404524
354.96000; 0.58975518; 0.66033897; 0.55187087; 1.0686471; 0.89310976
355.20000; 0.58044973; 0.64841467; 0.52870040; 1.0978802; 0.89518290
355.44000; 0.56335397; 0.64106513; 0.50910013; 1.1065681; 0.87877806
355.68000; 0.56387501; 0.63843303; 0.49321723; 1.1432589; 0.88321716
355.92000; 0.56766995; 0.63118277; 0.47921572; 1.1845812; 0.89937491
356.16000; 0.57471749; 0.60697961; 0.46539773; 1.2348953; 0.94684809
356.40000; 0.56469444; 0.56439383; 0.45268025; 1.2474466; 1.0005326
356.64000; 0.54712557; 0.51905338; 0.44536151; 1.2284977; 1.0540834
356.88000; 0.54974293; 0.49250677; 0.44924639; 1.2237003; 1.1162140
357.12000; 0.57920345; 0.49258087; 0.46815482; 1.2372049; 1.1758545
357.36000; 0.62671736; 0.50450418; 0.50105717; 1.2507901; 1.2422441
357.60000; 0.68120561; 0.50238231; 0.54165827; 1.2576299; 1.3559506
357.84000; 0.71431697; 0.47256951; 0.58064820; 1.2302061; 1.5115596
358.08000; 0.72291914; 0.42761552; 0.60930472; 1.1864657; 1.6905821
358.32000; 0.71296553; 0.39746266; 0.62264707; 1.1450556; 1.7937925
358.56000; 0.68286783; 0.40791274; 0.62086192; 1.0998707; 1.6740537
358.80000; 0.64186267; 0.46342622; 0.60862390; 1.0546130; 1.3850375
359.04000; 0.60966804; 0.54380765; 0.59277699; 1.0284948; 1.1211097
359.28000; 0.59685579; 0.61883692; 0.57948767; 1.0299715; 0.96447992
359.52000; 0.59790072; 0.66814559; 0.57226366; 1.0447994; 0.89486592
359.76000; 0.60228001; 0.68480854; 0.57173590; 1.0534235; 0.87948671
360.00000; 0.60514940; 0.66860156; 0.57687958; 1.0490047; 0.90509721
360.24000; 0.60185093; 0.62812600; 0.58630150; 1.0265212; 0.95816910
360.48000; 0.62441674; 0.58339021; 0.59845790; 1.0433762; 1.0703243
360.72000; 0.65181860; 0.55576090; 0.61109814; 1.0666349; 1.1728400
360.96000; 0.67162647; 0.55479579; 0.62129620; 1.0810085; 1.2105832
361.20000; 0.66244496; 0.57123240; 0.62675366; 1.0569463; 1.1596768
361.44000; 0.63994263; 0.58316781; 0.62732924; 1.0201065; 1.0973559
361.68000; 0.62867339; 0.58102594; 0.62510518; 1.0057082; 1.0820057
361.92000; 0.63964136; 0.58329716; 0.62271367; 1.0271838; 1.0965961
362.16000; 0.66117415; 0.61087658; 0.62155702; 1.0637385; 1.0823367
