wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.165 nm, FWHM =  1.050 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.165 nm, FWHM =  1.050 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
756.00000; 1.0650799; 1.0681574; 1.0704655; 0.99496891; 0.99711891
756.24000; 1.0679748; 1.0695779; 1.0705790; 0.99756750; 0.99850118
756.48000; 1.0705790; 1.0705790; 1.0698862; 1.0006475; 1.0000000
756.72000; 1.0613820; 1.0704701; 1.0670301; 0.99470664; 0.99151020
756.96000; 1.0497310; 1.0699758; 1.0609917; 0.98938668; 0.98107919
757.20000; 1.0376499; 1.0699670; 1.0497291; 0.98849302; 0.96979609
757.44000; 1.0157178; 1.0702447; 1.0253939; 0.99056354; 0.94905193
757.68000; 0.96837195; 1.0695602; 0.97155339; 0.99672541; 0.90539268
757.92000; 0.87574541; 1.0664355; 0.87256849; 1.0036409; 0.82118931
758.16000; 0.74155847; 1.0601095; 0.73250603; 1.0123582; 0.69951122
758.40000; 0.59705780; 1.0490517; 0.58126344; 1.0271725; 0.56914047
758.64000; 0.47439713; 1.0248121; 0.45505813; 1.0424979; 0.46291133
758.88000; 0.38719892; 0.96827062; 0.37262074; 1.0391234; 0.39988709
759.12000; 0.33838638; 0.86175786; 0.33285631; 1.0166140; 0.39266991
759.36000; 0.32825721; 0.71255779; 0.32825721; 1.0000000; 0.46067451
759.60000; 0.35353256; 0.55745848; 0.35425304; 0.99796622; 0.63418636
759.84000; 0.41395091; 0.43533668; 0.40901229; 1.0120745; 0.95087533
760.08000; 0.50188381; 0.36086919; 0.48769950; 1.0290841; 1.3907638
760.32000; 0.59730094; 0.32825721; 0.57478075; 1.0391805; 1.8196126
760.56000; 0.66135495; 0.32888316; 0.64298259; 1.0285736; 2.0109116
760.80000; 0.66707472; 0.35914747; 0.66805742; 0.99852901; 1.8573838
