wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.355 nm, FWHM =  1.016 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
482.88000; 1.5170356; 1.5343689; 1.4745126
483.12000; 1.5201073; 1.5272130; 1.4724779
483.36000; 1.5073614; 1.5176496; 1.4684987
483.60000; 1.4818774; 1.5042507; 1.4557129
483.84000; 1.4432327; 1.4887403; 1.4282111
484.08000; 1.3775307; 1.4771417; 1.3813682
484.32000; 1.3071226; 1.4727543; 1.3191376
484.56000; 1.2530564; 1.4713035; 1.2622930
484.80000; 1.2397230; 1.4652039; 1.2397230
485.04000; 1.2691211; 1.4481270; 1.2618125
485.28000; 1.3166128; 1.4142099; 1.3083153
485.52000; 1.3543994; 1.3601211; 1.3510168
485.76000; 1.3770435; 1.2950257; 1.3807479
486.00000; 1.4000892; 1.2458449; 1.4042135
486.24000; 1.4278899; 1.2397230; 1.4290242
486.48000; 1.4493812; 1.2756395; 1.4498542
486.72000; 1.4507066; 1.3247779; 1.4582649
486.96000; 1.4390853; 1.3627080; 1.4502251
487.20000; 1.4222090; 1.3888779; 1.4306581
487.44000; 1.4076360; 1.4122770; 1.4134476
487.68000; 1.4120184; 1.4370321; 1.4152467
487.92000; 1.4420696; 1.4547956; 1.4427720
488.16000; 1.4776349; 1.4574778; 1.4838861
488.40000; 1.4971530; 1.4437967; 1.5162393
488.64000; 1.4995331; 1.4222164; 1.5265398
488.88000; 1.4927496; 1.4092062; 1.5172724
489.12000; 1.4787364; 1.4202883; 1.4968045
489.36000; 1.4666607; 1.4560265; 1.4717695
489.60000; 1.4508332; 1.4977678; 1.4486144
489.84000; 1.4386824; 1.5233031; 1.4312886
490.08000; 1.4277764; 1.5253702; 1.4157695
490.32000; 1.4018519; 1.5107576; 1.3980158
490.56000; 1.3785712; 1.4876406; 1.3869219
490.80000; 1.3881053; 1.4621096; 1.3970879
491.04000; 1.4227168; 1.4408187; 1.4293510
491.28000; 1.4588171; 1.4253099; 1.4672196
491.52000; 1.4840943; 1.4089919; 1.4909773
491.76000; 1.4913924; 1.3910764; 1.4919403
492.00000; 1.4793725; 1.3855185; 1.4770405
492.24000; 1.4692842; 1.4049078; 1.4631059
492.48000; 1.4778508; 1.4427794; 1.4646309
492.72000; 1.4972552; 1.4785347; 1.4832800
492.96000; 1.5179481; 1.4945373; 1.5083671
493.20000; 1.5344056; 1.4876718; 1.5277062
493.44000; 1.5356750; 1.4700065; 1.5356750
493.68000; 1.5281528; 1.4598140; 1.5316376
493.92000; 1.5100591; 1.4682645; 1.5178721
494.16000; 1.4879288; 1.4915513; 1.5021883
494.40000; 1.4795865; 1.5163046; 1.4949767
494.64000; 1.4886468; 1.5320503; 1.4972292
494.88000; 1.5035412; 1.5356750; 1.4978674
495.12000; 1.5111432; 1.5275018; 1.4894075
495.36000; 1.5060460; 1.5112638; 1.4789352
495.60000; 1.5073907; 1.4970730; 1.4767683
495.84000; 1.5100220; 1.4941411; 1.4801415
496.08000; 1.5089489; 1.4980968; 1.4747165
496.32000; 1.4893445; 1.4957547; 1.4521050
496.56000; 1.4619589; 1.4844932; 1.4164177
496.80000; 1.4442034; 1.4757984; 1.3873421
497.04000; 1.4396926; 1.4772605; 1.3820874
497.28000; 1.4541543; 1.4801704; 1.4012532
497.52000; 1.4787436; 1.4696702; 1.4292438
497.76000; 1.4976125; 1.4397376; 1.4494698
498.00000; 1.5041838; 1.4027008; 1.4545361
