wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.136 nm, FWHM =  0.955 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
683.04000; 1.1847145; 1.2053329; 1.1965440
683.28000; 1.1916464; 1.2056369; 1.1984732
683.52000; 1.1996223; 1.2027588; 1.2037266
683.76000; 1.2056369; 1.1962326; 1.2056369
684.00000; 1.2007226; 1.1892698; 1.2010546
684.24000; 1.1952903; 1.1865144; 1.1925150
684.48000; 1.1865634; 1.1891489; 1.1840449
684.72000; 1.1781577; 1.1931102; 1.1747223
684.96000; 1.1616572; 1.1931231; 1.1552579
685.20000; 1.1148484; 1.1877315; 1.1123338
685.44000; 1.0365860; 1.1796413; 1.0435597
685.68000; 0.96378693; 1.1712198; 0.97071794
685.92000; 0.92738960; 1.1592527; 0.92738960
686.16000; 0.93089624; 1.1338085; 0.92973256
686.40000; 0.96623898; 1.0853221; 0.96743289
686.64000; 1.0127431; 1.0183408; 1.0178904
686.88000; 1.0525979; 0.95674577; 1.0592535
687.12000; 1.0704507; 0.92738960; 1.0780101
687.36000; 1.0703340; 0.93852287; 1.0754824
687.60000; 1.0611982; 0.97749240; 1.0648043
687.84000; 1.0561861; 1.0231587; 1.0579541
688.08000; 1.0531096; 1.0567889; 1.0581858
688.32000; 1.0586874; 1.0694048; 1.0634408
688.56000; 1.0688080; 1.0653221; 1.0714200
688.80000; 1.0788662; 1.0564765; 1.0805127
689.04000; 1.0860915; 1.0518426; 1.0891889
689.28000; 1.0966072; 1.0532945; 1.0967132
689.52000; 1.1062757; 1.0589961; 1.1034644
689.76000; 1.1152352; 1.0669532; 1.1092564
690.00000; 1.1199725; 1.0755947; 1.1129750
690.24000; 1.1227326; 1.0836633; 1.1147112
690.48000; 1.1271860; 1.0907641; 1.1156704
690.72000; 1.1336325; 1.0970591; 1.1154201
690.96000; 1.1403564; 1.1020884; 1.1123235
