wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.130 nm, FWHM =  0.837 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
653.04000; 1.2492348; 1.2513439; 1.2306936
653.28000; 1.2376236; 1.2473240; 1.2165076
653.52000; 1.2289482; 1.2445803; 1.2053443
653.76000; 1.2225075; 1.2425924; 1.1997242
654.00000; 1.2082122; 1.2373162; 1.1923267
654.24000; 1.1818227; 1.2267904; 1.1733870
654.48000; 1.1379643; 1.2140384; 1.1356128
654.72000; 1.0749254; 1.2031340; 1.0784022
654.96000; 1.0196422; 1.1931728; 1.0232126
655.20000; 1.0094547; 1.1773757; 1.0094547
655.44000; 1.0521542; 1.1475937; 1.0491917
655.68000; 1.1113739; 1.1007672; 1.1086596
655.92000; 1.1594454; 1.0466340; 1.1532510
656.16000; 1.1884257; 1.0094547; 1.1799762
656.40000; 1.2105798; 1.0116067; 1.2011632
656.64000; 1.2283827; 1.0510900; 1.2211130
656.88000; 1.2332773; 1.1036694; 1.2347149
657.12000; 1.2398228; 1.1479782; 1.2394996
657.36000; 1.2428793; 1.1799091; 1.2392599
657.60000; 1.2394891; 1.2043939; 1.2370986
657.84000; 1.2333556; 1.2235437; 1.2318444
658.08000; 1.2284671; 1.2357580; 1.2250947
658.32000; 1.2317588; 1.2407481; 1.2244275
658.56000; 1.2403698; 1.2406133; 1.2326360
658.80000; 1.2474550; 1.2372009; 1.2437526
659.04000; 1.2513439; 1.2320308; 1.2513439
