wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.274 nm, FWHM =  0.968 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
826.32000; 0.87190805; 0.91170418; 0.86662644
826.56000; 0.87413815; 0.91898618; 0.86815722
826.80000; 0.87818888; 0.91532186; 0.87653052
827.04000; 0.88028710; 0.89987298; 0.88348721
827.28000; 0.87804350; 0.88004322; 0.88394671
827.52000; 0.87820808; 0.86638648; 0.88018702
827.76000; 0.87616269; 0.86408999; 0.87849754
828.00000; 0.87946599; 0.87021202; 0.88161716
828.24000; 0.88863434; 0.87750656; 0.88732161
828.48000; 0.88958512; 0.88001387; 0.89117036
828.72000; 0.89089838; 0.87760197; 0.88997651
828.96000; 0.88972578; 0.87522562; 0.88615580
829.20000; 0.89037625; 0.87675853; 0.88603727
829.44000; 0.89327230; 0.88152886; 0.89123518
829.68000; 0.89678128; 0.88588747; 0.89711125
829.92000; 0.89486068; 0.88633561; 0.89759779
830.16000; 0.89199355; 0.88339394; 0.89210972
830.40000; 0.88512392; 0.88202761; 0.88513822
830.64000; 0.88094455; 0.88550872; 0.88250878
830.88000; 0.88117503; 0.89099533; 0.88635447
831.12000; 0.88276315; 0.89319395; 0.89268118
831.36000; 0.88135014; 0.88969576; 0.89594222
831.60000; 0.88064753; 0.88333068; 0.89528979
831.84000; 0.87939843; 0.87937128; 0.89382488
832.08000; 0.87771812; 0.88109170; 0.89374278
832.32000; 0.88066160; 0.88654583; 0.89536486
832.56000; 0.88902273; 0.89073449; 0.89952025
832.80000; 0.89524109; 0.89128625; 0.90725987
833.04000; 0.89842995; 0.89005089; 0.91662261
833.28000; 0.90353518; 0.88953327; 0.92320071
833.52000; 0.90904027; 0.89060946; 0.92492900
833.76000; 0.91259034; 0.89385554; 0.92333794
834.00000; 0.91409091; 0.90022911; 0.92073726
834.24000; 0.91213307; 0.90883515; 0.91897018
834.48000; 0.90880819; 0.91613017; 0.91929249
834.72000; 0.91260636; 0.91929441; 0.92152806
834.96000; 0.91780696; 0.91872278; 0.92458674
835.20000; 0.91654441; 0.91648321; 0.92787231
835.44000; 0.91748635; 0.91449715; 0.93099929
835.68000; 0.91833142; 0.91415594; 0.93271625
835.92000; 0.91845166; 0.91575209; 0.93193983
836.16000; 0.91889834; 0.91848840; 0.93020342
836.40000; 0.91749375; 0.92160348; 0.93042638
836.64000; 0.91723789; 0.92467372; 0.93225508
836.88000; 0.91553106; 0.92678689; 0.93214092
837.12000; 0.91238101; 0.92682403; 0.92924854
837.36000; 0.90997056; 0.92540343; 0.92751293
837.60000; 0.90808968; 0.92495474; 0.93020346
837.84000; 0.91460425; 0.92624731; 0.93557382
838.08000; 0.91748281; 0.92681020; 0.93985326
838.32000; 0.92075904; 0.92487240; 0.94195203
838.56000; 0.92012193; 0.92275979; 0.94301021
838.80000; 0.91967002; 0.92396532; 0.94340147
839.04000; 0.92221275; 0.92840050; 0.94253470
839.28000; 0.92366282; 0.93294600; 0.94072773
839.52000; 0.91905960; 0.93564197; 0.93945039
839.76000; 0.91653949; 0.93694924; 0.93943952
840.00000; 0.91510759; 0.93752720; 0.93984875
840.24000; 0.91492534; 0.93708762; 0.93983795
840.48000; 0.91740557; 0.93561843; 0.94008909
840.72000; 0.91869049; 0.93419021; 0.94155289
840.96000; 0.91668401; 0.93379028; 0.94371551
841.20000; 0.91271926; 0.93407538; 0.94527728
841.44000; 0.91050758; 0.93421293; 0.94547138
841.68000; 0.90881058; 0.93435907; 0.94396478
841.92000; 0.90373561; 0.93538930; 0.94076028
842.16000; 0.89930625; 0.93728425; 0.93709693
842.40000; 0.89642493; 0.93899784; 0.93525110
842.64000; 0.89707139; 0.93960214; 0.93631383
842.88000; 0.90320863; 0.93866051; 0.93907497
