wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.611 nm, FWHM =  0.948 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
407.04000; 1.2812899; 1.0959217; 1.2300048
407.28000; 1.2771940; 1.1035519; 1.2513089
407.52000; 1.2766343; 1.1135979; 1.2542982
407.76000; 1.2346317; 1.1302857; 1.2292044
408.00000; 1.1757110; 1.1545327; 1.1789625
408.24000; 1.1243925; 1.1820301; 1.1230258
408.48000; 1.0918301; 1.2096056; 1.0918301
408.72000; 1.1170407; 1.2353172; 1.1049753
408.96000; 1.1563795; 1.2512381; 1.1520990
409.20000; 1.1899612; 1.2453467; 1.2047471
409.44000; 1.2266031; 1.2118456; 1.2444477
409.68000; 1.2610929; 1.1589414; 1.2694031
409.92000; 1.2777377; 1.1098573; 1.2812899
410.16000; 1.2743835; 1.0918301; 1.2794392
410.40000; 1.2604071; 1.1151818; 1.2664063
410.64000; 1.2503996; 1.1642936; 1.2486293
410.88000; 1.2438216; 1.2141293; 1.2296544
411.12000; 1.2311890; 1.2509089; 1.2087960
411.36000; 1.2124168; 1.2730716; 1.1885968
411.60000; 1.1996920; 1.2812899; 1.1789865
411.84000; 1.2088973; 1.2761352; 1.1870917
412.08000; 1.2250488; 1.2614962; 1.2031056
412.32000; 1.2350740; 1.2428384; 1.2084732
412.56000; 1.2333971; 1.2224946; 1.2014508
412.80000; 1.2236492; 1.2011237; 1.1990130
413.04000; 1.2172354; 1.1838168; 1.2102573
