wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.686 nm, FWHM =  0.863 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
378.96000; 0.83864106; 0.68480925; 0.74368560
379.20000; 0.82216260; 0.65059407; 0.72657191
379.44000; 0.79454484; 0.63443594; 0.69314726
379.68000; 0.75082146; 0.63844238; 0.65126456
379.92000; 0.69536684; 0.66465959; 0.61371393
380.16000; 0.64692491; 0.70292335; 0.58219203
380.40000; 0.61464402; 0.73281058; 0.55075445
380.64000; 0.58530824; 0.74030419; 0.52023408
380.88000; 0.55549113; 0.72469861; 0.49725704
381.12000; 0.52698398; 0.69210205; 0.48496388
381.36000; 0.52717991; 0.65135626; 0.47731897
381.60000; 0.53333172; 0.61124034; 0.46971905
381.84000; 0.54640717; 0.57489576; 0.46775559
382.08000; 0.57195453; 0.54090745; 0.48037571
382.32000; 0.60840892; 0.50996102; 0.51443577
382.56000; 0.65527762; 0.48581444; 0.56532449
382.80000; 0.70601742; 0.47010733; 0.61172706
383.04000; 0.73959388; 0.46009200; 0.63476727
383.28000; 0.73624745; 0.45381540; 0.63442891
383.52000; 0.71366287; 0.45501709; 0.61807098
383.76000; 0.70949733; 0.47086547; 0.58951673
384.00000; 0.68316828; 0.50532865; 0.55951491
384.24000; 0.68325523; 0.55230480; 0.55263806
384.48000; 0.70005462; 0.59573580; 0.58069957
384.72000; 0.71318295; 0.62073325; 0.61721541
384.96000; 0.71743351; 0.62351564; 0.62562483
385.20000; 0.70880354; 0.60835990; 0.60529563
385.44000; 0.69315436; 0.58235760; 0.58725264
385.68000; 0.68614882; 0.55879610; 0.58823240
385.92000; 0.69126697; 0.55463081; 0.59243142
386.16000; 0.68714799; 0.57460372; 0.58633089
386.40000; 0.66900935; 0.60086660; 0.57890097
386.64000; 0.66959134; 0.61011656; 0.57973325
386.88000; 0.68299053; 0.59957475; 0.59191331
387.12000; 0.70061396; 0.58617116; 0.62380079
387.36000; 0.72164773; 0.58178497; 0.67662689
387.60000; 0.75430696; 0.58147180; 0.73030979
387.84000; 0.78332940; 0.57781536; 0.76363249
388.08000; 0.79022125; 0.57346314; 0.77254451
388.32000; 0.78026452; 0.57597719; 0.76430128
388.56000; 0.77364911; 0.59190797; 0.75388351
388.80000; 0.77371030; 0.62609410; 0.76133800
389.04000; 0.78267819; 0.67565462; 0.79369293
389.28000; 0.79366249; 0.72602330; 0.83307096
389.52000; 0.79768256; 0.76084029; 0.85346578
389.76000; 0.79576457; 0.77402259; 0.84192265
390.00000; 0.75576556; 0.77161937; 0.80237615
390.24000; 0.70600348; 0.76794134; 0.75105682
390.48000; 0.65136654; 0.77811350; 0.70288991
390.72000; 0.59082783; 0.80606891; 0.65141225
390.96000; 0.52680121; 0.83883643; 0.57732831
391.20000; 0.45950419; 0.85621797; 0.48405998
391.44000; 0.40550729; 0.84582254; 0.40603792
391.68000; 0.38122755; 0.80960011; 0.38122755
391.92000; 0.41219470; 0.75939362; 0.42179345
392.16000; 0.47640955; 0.70460411; 0.50451508
392.40000; 0.55091137; 0.64209892; 0.59168214
392.64000; 0.61383445; 0.56364248; 0.66298124
392.88000; 0.66832210; 0.47560846; 0.71881493
393.12000; 0.71471900; 0.40482393; 0.76169554
393.36000; 0.74369752; 0.38122755; 0.79008968
393.60000; 0.74873726; 0.41507105; 0.80654313
393.84000; 0.73209631; 0.48972211; 0.80573462
394.08000; 0.69589950; 0.57610264; 0.77579254
394.32000; 0.64113461; 0.65346100; 0.70676843
394.56000; 0.56416696; 0.71551722; 0.60697176
394.80000; 0.50006568; 0.76251883; 0.50514420
395.04000; 0.45929015; 0.79364157; 0.44010206
395.28000; 0.46702863; 0.81017101; 0.44494561
395.52000; 0.51929431; 0.80523644; 0.52335188
395.76000; 0.60583241; 0.76989552; 0.64321723
396.00000; 0.70660657; 0.69920508; 0.75987649
396.24000; 0.79193118; 0.60278783; 0.84268501
396.48000; 0.84586717; 0.50744120; 0.88888085
396.72000; 0.88249176; 0.44851516; 0.91736578
396.96000; 0.91139872; 0.45339286; 0.94402255
397.20000; 0.93054648; 0.52461061; 0.96722686
397.44000; 0.93250103; 0.63660105; 0.97725180
397.68000; 0.94519403; 0.75145519; 0.97172164
397.92000; 0.96095488; 0.84098512; 0.96370585
398.16000; 0.97032197; 0.89904210; 0.96920868
398.40000; 0.97336291; 0.93662142; 0.98306908
398.64000; 0.97942554; 0.96555690; 0.98759116
398.88000; 0.98759116; 0.98759116; 0.98377320
