wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.400 nm, FWHM =  1.118 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
846.00000; 0.90628861; 0.91108430; 0.90880514
846.24000; 0.90938113; 0.90727287; 0.91111451
846.48000; 0.91124558; 0.90337459; 0.91151550
846.72000; 0.90712569; 0.90077719; 0.91091090
846.96000; 0.90785427; 0.90151258; 0.90975267
847.20000; 0.91151550; 0.90547780; 0.90662304
847.44000; 0.90609872; 0.90972184; 0.89849702
847.68000; 0.88861101; 0.91151550; 0.88277520
847.92000; 0.86462038; 0.91103623; 0.86069218
848.16000; 0.84017140; 0.91019942; 0.83955552
848.40000; 0.82709435; 0.90966920; 0.82958736
848.64000; 0.83485897; 0.90759003; 0.83592189
848.88000; 0.85304999; 0.90027790; 0.85369339
849.12000; 0.86798103; 0.88415179; 0.87197849
849.36000; 0.87915759; 0.85997416; 0.88223644
849.60000; 0.88530735; 0.83690798; 0.88327819
849.84000; 0.88598786; 0.82833504; 0.88019029
850.08000; 0.88766952; 0.83951635; 0.87857142
850.32000; 0.88913145; 0.86174814; 0.88103022
850.56000; 0.88794750; 0.88081816; 0.88556451
850.80000; 0.89027615; 0.88840224; 0.88871649
851.04000; 0.89266666; 0.88566061; 0.88873011
851.28000; 0.88819434; 0.88023581; 0.88541352
851.52000; 0.88095964; 0.87873277; 0.87743119
851.76000; 0.86888642; 0.88292205; 0.86066730
852.00000; 0.84219546; 0.88864448; 0.83060692
852.24000; 0.79953917; 0.89148611; 0.78825228
852.48000; 0.74785824; 0.89065311; 0.74483810
852.72000; 0.71865722; 0.88748671; 0.71865722
852.96000; 0.73358174; 0.88106372; 0.72298561
853.20000; 0.76741983; 0.86604103; 0.75530453
853.44000; 0.80526003; 0.83590697; 0.79948322
853.68000; 0.83535817; 0.79069871; 0.83858047
853.92000; 0.85368511; 0.74389856; 0.86493265
854.16000; 0.86627321; 0.71865722; 0.88013624
854.40000; 0.88149844; 0.73011688; 0.88910855
854.64000; 0.88486830; 0.77091119; 0.89530740
854.88000; 0.88898014; 0.81837830; 0.89972072
855.12000; 0.89399690; 0.85433098; 0.90212525
855.36000; 0.89862181; 0.87484787; 0.90244320
855.60000; 0.89678174; 0.88535752; 0.90123685
855.84000; 0.89424627; 0.89196999; 0.89934946
856.08000; 0.89660752; 0.89734115; 0.89719647
856.32000; 0.89599416; 0.90135025; 0.89459216
856.56000; 0.89263293; 0.90325283; 0.89148012
856.80000; 0.89032305; 0.90296794; 0.88858476
857.04000; 0.88869113; 0.90130922; 0.88693176
857.28000; 0.88723289; 0.89940144; 0.88682279
857.52000; 0.88425983; 0.89757940; 0.88758596
857.76000; 0.88052538; 0.89516007; 0.88828826
858.00000; 0.88267824; 0.89186219; 0.88855798
858.24000; 0.88229626; 0.88884009; 0.88875527
858.48000; 0.88116591; 0.88752283; 0.88936252
858.72000; 0.88518707; 0.88800847; 0.89021058
858.96000; 0.88759047; 0.88916524; 0.89042262
859.20000; 0.88582351; 0.88983818; 0.88922805
859.44000; 0.88002165; 0.88979040; 0.88681968
859.68000; 0.87819559; 0.88976277; 0.88435619
859.92000; 0.87957189; 0.89051488; 0.88308461
860.16000; 0.87838171; 0.89171850; 0.88343067
860.40000; 0.87907266; 0.89206674; 0.88513249
860.64000; 0.88521210; 0.89057985; 0.88768497
860.88000; 0.88745369; 0.88769086; 0.89057214
861.12000; 0.88545666; 0.88502102; 0.89309482
861.36000; 0.88473412; 0.88401900; 0.89453671
861.60000; 0.88771030; 0.88479023; 0.89481286
861.84000; 0.89009613; 0.88671663; 0.89464352
862.08000; 0.88887260; 0.88928727; 0.89477580
862.32000; 0.88573366; 0.89223141; 0.89511589
862.56000; 0.88441119; 0.89476649; 0.89476296
862.80000; 0.88075296; 0.89588447; 0.89279636
863.04000; 0.87242983; 0.89559774; 0.88891136
863.28000; 0.86447023; 0.89511476; 0.88318153
863.52000; 0.85910926; 0.89542997; 0.87480099
863.76000; 0.85316751; 0.89616498; 0.86077324
864.00000; 0.83342033; 0.89601152; 0.83684972
864.24000; 0.79496116; 0.89394299; 0.80221170
864.48000; 0.75625312; 0.88990794; 0.76479656
864.72000; 0.73921584; 0.88453522; 0.73998570
864.96000; 0.75016021; 0.87751806; 0.74000553
865.20000; 0.77567646; 0.86543689; 0.76338439
865.44000; 0.80299746; 0.84226799; 0.79644288
865.68000; 0.82176946; 0.80557332; 0.82507089
865.92000; 0.83282654; 0.76483782; 0.84365396
866.16000; 0.84330014; 0.74022537; 0.85406849
866.40000; 0.85288840; 0.74631749; 0.85970337
866.64000; 0.85508694; 0.77734131; 0.86186152
866.88000; 0.85345511; 0.81337837; 0.86047631
867.12000; 0.85292604; 0.83924922; 0.85668667
867.36000; 0.85297906; 0.85314290; 0.85383363
867.60000; 0.85440245; 0.86039089; 0.85520141
867.84000; 0.85895425; 0.86489721; 0.86087904
868.08000; 0.86354912; 0.86670536; 0.86785355
868.32000; 0.86505618; 0.86448268; 0.87323659
868.56000; 0.86586762; 0.85924048; 0.87636992
868.80000; 0.86744105; 0.85561938; 0.87783000
869.04000; 0.86686540; 0.85795498; 0.87778390
