wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.187 nm, FWHM =  1.076 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
756.00000; 1.0650799; 1.0681574; 1.0705790
756.24000; 1.0679748; 1.0695779; 1.0705770
756.48000; 1.0705790; 1.0705790; 1.0696193
756.72000; 1.0613820; 1.0704701; 1.0664151
756.96000; 1.0497310; 1.0699758; 1.0598197
757.20000; 1.0376499; 1.0699670; 1.0470387
757.44000; 1.0157178; 1.0702447; 1.0191808
757.68000; 0.96837195; 1.0695602; 0.96011404
757.92000; 0.87574541; 1.0664355; 0.85684511
758.16000; 0.74155847; 1.0601095; 0.71632399
758.40000; 0.59705780; 1.0490517; 0.56835731
758.64000; 0.47439713; 1.0248121; 0.44648752
758.88000; 0.38719892; 0.96827062; 0.36749000
759.12000; 0.33838638; 0.86175786; 0.33033741
759.36000; 0.32825721; 0.71255779; 0.32825721
759.60000; 0.35353256; 0.55745848; 0.35693036
759.84000; 0.41395091; 0.43533668; 0.41400612
760.08000; 0.50188381; 0.36086919; 0.49327218
760.32000; 0.59730094; 0.32825721; 0.57786286
760.56000; 0.66135495; 0.32888316; 0.64122586
760.80000; 0.66707472; 0.35914747; 0.66214351
761.04000; 0.63385302; 0.41827130; 0.64185596
761.28000; 0.59426646; 0.50181484; 0.60270691
761.52000; 0.56524069; 0.59256008; 0.56918633
761.76000; 0.55578787; 0.65941934; 0.55291715
762.00000; 0.56431524; 0.67674203; 0.55319428
762.24000; 0.57925175; 0.64800884; 0.56509133
762.48000; 0.59741380; 0.60232413; 0.58467364
762.72000; 0.62477637; 0.56752511; 0.60959714
762.96000; 0.65388443; 0.55325139; 0.63695540
763.20000; 0.68473174; 0.55575030; 0.66762561
763.44000; 0.71573855; 0.56894218; 0.69865032
763.68000; 0.74351221; 0.58916137; 0.72766183
763.92000; 0.76994956; 0.61386772; 0.75240253
764.16000; 0.79382816; 0.64202614; 0.77221583
764.40000; 0.81448367; 0.67287978; 0.78882032
764.64000; 0.83495783; 0.70415415; 0.80535330
764.88000; 0.85750360; 0.73331704; 0.82476731
765.12000; 0.88229438; 0.75770248; 0.84871836
765.36000; 0.90851789; 0.77654820; 0.87670727
765.60000; 0.93581414; 0.79202243; 0.90577369
765.84000; 0.96130932; 0.80772255; 0.93193550
766.08000; 0.97865532; 0.82673389; 0.95259187
766.32000; 0.99131249; 0.85081678; 0.96755718
766.56000; 0.99758046; 0.87950894; 0.97848813
766.80000; 1.0061358; 0.90933901; 0.98757913
767.04000; 1.0124036; 0.93561376; 0.99598930
767.28000; 1.0214480; 0.95569351; 1.0032225
767.52000; 1.0238408; 0.96974180; 1.0082944
767.76000; 1.0211988; 0.97977528; 1.0113326
768.00000; 1.0227066; 0.98842124; 1.0134824
768.24000; 1.0219943; 0.99692393; 1.0157070
768.48000; 1.0280362; 1.0043274; 1.0187348
768.72000; 1.0325983; 1.0091462; 1.0233143
768.96000; 1.0415695; 1.0116857; 1.0290268
769.20000; 1.0476199; 1.0135912; 1.0335562
769.44000; 1.0455245; 1.0156814; 1.0345505
769.68000; 1.0412493; 1.0184714; 1.0322370
769.92000; 1.0351617; 1.0231605; 1.0294182
770.16000; 1.0316847; 1.0295348; 1.0285426
770.40000; 1.0318009; 1.0345941; 1.0292904
770.64000; 1.0345901; 1.0352522; 1.0295601
770.88000; 1.0393346; 1.0319485; 1.0284005
771.12000; 1.0409947; 1.0285019; 1.0272271
771.36000; 1.0397731; 1.0279614; 1.0281838
771.60000; 1.0416425; 1.0294445; 1.0318873
771.84000; 1.0455003; 1.0298981; 1.0369260
772.08000; 1.0480292; 1.0282033; 1.0410696
772.32000; 1.0510289; 1.0264559; 1.0425140
772.56000; 1.0480743; 1.0274245; 1.0402062
772.80000; 1.0411040; 1.0316664; 1.0338933
773.04000; 1.0355580; 1.0372762; 1.0251232
