wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.278 nm, FWHM =  1.109 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  1.000 nm); rho - Retrieved values (SS = -1.278 nm, FWHM =  1.109 nm); rho - Nominal values (SS = 0 nm, FWHM =  1.000 nm)
427.07302; 0.00037302326; 0.00038479318; 0.00037860007; 0.98526994; 0.96941236
427.30862; 0.00036531528; 0.00037878998; 0.00037174680; 0.98269920; 0.96442701
427.54422; 0.00035618301; 0.00038163455; 0.00036376532; 0.97915603; 0.93330913
427.77982; 0.00034602643; 0.00038796534; 0.00035590823; 0.97223500; 0.89190039
428.01542; 0.00033984815; 0.00039139671; 0.00034711145; 0.97907503; 0.86829590
428.25102; 0.00033212100; 0.00038932661; 0.00033509472; 0.99112572; 0.85306524
428.48662; 0.00031517856; 0.00038248348; 0.00031953094; 0.98637883; 0.82403183
428.72222; 0.00029733224; 0.00037341567; 0.00030345147; 0.97983458; 0.79625003
428.95782; 0.00028760089; 0.00036508602; 0.00029116860; 0.98774692; 0.78776200
429.19342; 0.00028597267; 0.00035781312; 0.00028597267; 1.0000000; 0.79922355
429.42902; 0.00029187233; 0.00034796076; 0.00029037473; 1.0051575; 0.83880817
429.66462; 0.00030724064; 0.00033232487; 0.00030666281; 1.0018843; 0.92451894
429.90022; 0.00033089634; 0.00031320007; 0.00033461937; 0.98887383; 1.0565015
430.13582; 0.00036012184; 0.00029664510; 0.00036825827; 0.97790566; 1.2139821
430.37142; 0.00039176988; 0.00028697233; 0.00039663938; 0.98772310; 1.3651835
430.60702; 0.00040884599; 0.00028597267; 0.00041039103; 0.99623522; 1.4296680
430.84262; 0.00040892517; 0.00029644602; 0.00040908391; 0.99961196; 1.3794254
431.07822; 0.00039699790; 0.00032175960; 0.00040205438; 0.98742337; 1.2338339
431.31382; 0.00039386538; 0.00035963455; 0.00040052781; 0.98336589; 1.0951823
431.54942; 0.00039944331; 0.00039835922; 0.00040786958; 0.97934078; 1.0027214
431.78502; 0.00040539342; 0.00042239556; 0.00041760254; 0.97076379; 0.95974830
432.02062; 0.00040586603; 0.00042422463; 0.00042050957; 0.96517670; 0.95672434
432.25622; 0.00039763284; 0.00041187655; 0.00041322539; 0.96226623; 0.96541750
432.49182; 0.00038196942; 0.00040300410; 0.00040090915; 0.95275803; 0.94780529
432.72742; 0.00036897793; 0.00040869954; 0.00039243196; 0.94023414; 0.90280975
432.96302; 0.00037496005; 0.00042384662; 0.00039258418; 0.95510737; 0.88465975
433.19862; 0.00039252949; 0.00043410378; 0.00039866310; 0.98461457; 0.90422961
433.43422; 0.00040496691; 0.00042991289; 0.00040474602; 1.0005458; 0.94197433
433.66982; 0.00041121972; 0.00041404986; 0.00040837234; 1.0069725; 0.99316474
433.90542; 0.00041377994; 0.00039878670; 0.00041204011; 1.0042225; 1.0375971
434.14102; 0.00041613874; 0.00039507345; 0.00041895706; 0.99327302; 1.0533199
434.37662; 0.00042329045; 0.00040262012; 0.00042907978; 0.98650756; 1.0513395
434.61222; 0.00043260977; 0.00041195394; 0.00043945871; 0.98441507; 1.0501411
434.84782; 0.00043936723; 0.00041607581; 0.00044662963; 0.98373957; 1.0559788
435.08342; 0.00044600625; 0.00041726955; 0.00044933115; 0.99260032; 1.0688684
435.31902; 0.00045063787; 0.00042204986; 0.00044688940; 1.0083879; 1.0677361
435.55462; 0.00044549641; 0.00043258490; 0.00044080506; 1.0106427; 1.0298473
435.79022; 0.00043580421; 0.00044533080; 0.00043371886; 1.0048081; 0.97860784
436.02582; 0.00042469151; 0.00045537149; 0.00042776178; 0.99282249; 0.93262648
436.26142; 0.00041695584; 0.00046090170; 0.00042283013; 0.98610720; 0.90465242
436.49702; 0.00041033425; 0.00046025006; 0.00041660416; 0.98494997; 0.89154632
436.73262; 0.00040238194; 0.00045418465; 0.00040745411; 0.98755155; 0.88594350
436.96822; 0.00039292752; 0.00044565587; 0.00039773794; 0.98790554; 0.88168371
437.20382; 0.00038780133; 0.00043825213; 0.00039272136; 0.98747196; 0.88488178
437.43942; 0.00039506996; 0.00043363890; 0.00039545876; 0.99901684; 0.91105747
437.67502; 0.00040790268; 0.00042955942; 0.00040401376; 1.0096257; 0.94958384
437.91062; 0.00041363822; 0.00042138290; 0.00041387205; 0.99943502; 0.98162081
438.14622; 0.00042379742; 0.00040856726; 0.00042152380; 1.0053938; 1.0372770
438.38182; 0.00043058170; 0.00039811842; 0.00042554887; 1.0118267; 1.0815418
438.61742; 0.00043057294; 0.00039756512; 0.00042619437; 1.0102736; 1.0830249
438.85302; 0.00042599285; 0.00040653361; 0.00042517975; 1.0019124; 1.0478663
439.08862; 0.00042408386; 0.00041866996; 0.00042524316; 0.99727379; 1.0129312
439.32422; 0.00042546341; 0.00042870537; 0.00042844384; 0.99304359; 0.99243780
439.55982; 0.00043117536; 0.00043467364; 0.00043437827; 0.99262646; 0.99195195
439.79542; 0.00044418485; 0.00043631837; 0.00044077336; 1.0077398; 1.0180292
440.03102; 0.00044876830; 0.00043462369; 0.00044618888; 1.0057810; 1.0325445
440.26662; 0.00045721362; 0.00043254410; 0.00045116392; 1.0134091; 1.0570336
440.50222; 0.00046090170; 0.00043394727; 0.00045618761; 1.0103337; 1.0621145
440.73782; 0.00045826746; 0.00044014173; 0.00045998388; 0.99626852; 1.0411816
440.97342; 0.00045887197; 0.00044810236; 0.00046090170; 0.99559617; 1.0240338
