wl (nm); Emeas; Emod_sc - Retrieved values (SS = -0.231 nm, FWHM =  8.213 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -0.231 nm, FWHM =  8.213 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
915.00000; 0.00017259082; 0.00016542280; 0.00016951792; 1.0181273; 1.0433315
916.00000; 0.00017503961; 0.00016671913; 0.00017168641; 1.0195309; 1.0499071
917.00000; 0.00017800595; 0.00017054617; 0.00017455484; 1.0197709; 1.0437406
918.00000; 0.00018124375; 0.00017792322; 0.00017772956; 1.0197727; 1.0186627
919.00000; 0.00018431454; 0.00018737993; 0.00018069412; 1.0200362; 0.98364081
920.00000; 0.00018728223; 0.00019434018; 0.00018288438; 1.0240471; 0.96368247
921.00000; 0.00018836513; 0.00019609777; 0.00018376490; 1.0250332; 0.96056743
922.00000; 0.00018722649; 0.00019414912; 0.00018287692; 1.0237841; 0.96434376
923.00000; 0.00018257292; 0.00019107160; 0.00017989413; 1.0148909; 0.95552097
924.00000; 0.00017563595; 0.00018842034; 0.00017448323; 1.0066065; 0.93214962
925.00000; 0.00016737851; 0.00018611269; 0.00016650219; 1.0052631; 0.89933957
926.00000; 0.00015635830; 0.00018082092; 0.00015596058; 1.0025501; 0.86471352
927.00000; 0.00014381143; 0.00016832362; 0.00014311098; 1.0048944; 0.85437462
928.00000; 0.00013011802; 0.00014881314; 0.00012849897; 1.0125996; 0.87437185
929.00000; 0.00011420208; 0.00012688005; 0.00011295184; 1.0110689; 0.90007915
930.00000; 9.8244537e-005; 0.00010592826; 9.7493178e-005; 1.0077068; 0.92746295
931.00000; 8.2475625e-005; 8.6600260e-005; 8.3200153e-005; 0.99129175; 0.95237156
932.00000; 7.0882434e-005; 6.9974834e-005; 7.1040512e-005; 0.99777482; 1.0129704
933.00000; 6.1345753e-005; 5.8368838e-005; 6.1805213e-005; 0.99256599; 1.0510018
934.00000; 5.6352927e-005; 5.3041610e-005; 5.5664754e-005; 1.0123628; 1.0624287
935.00000; 5.3555842e-005; 5.2458461e-005; 5.2689736e-005; 1.0164379; 1.0209191
936.00000; 5.2458461e-005; 5.4553519e-005; 5.2458461e-005; 1.0000000; 0.96159627
937.00000; 5.4685619e-005; 6.0174051e-005; 5.4243385e-005; 1.0081528; 0.90879071
938.00000; 5.7282664e-005; 7.1100311e-005; 5.7146882e-005; 1.0023760; 0.80565982
939.00000; 6.0274934e-005; 8.3692406e-005; 6.0276548e-005; 0.99997324; 0.72019598
940.00000; 6.2698152e-005; 9.0805638e-005; 6.2921604e-005; 0.99644872; 0.69046541
941.00000; 6.4735522e-005; 9.0299829e-005; 6.4680484e-005; 1.0008509; 0.71689530
942.00000; 6.5554892e-005; 8.5526237e-005; 6.5497863e-005; 1.0008707; 0.76648867
943.00000; 6.5436005e-005; 8.0102506e-005; 6.5601779e-005; 0.99747302; 0.81690334
944.00000; 6.4588317e-005; 7.6266376e-005; 6.5372418e-005; 0.98800563; 0.84687801
945.00000; 6.2675266e-005; 7.4793795e-005; 6.5179676e-005; 0.96157683; 0.83797414
946.00000; 6.1967332e-005; 7.5497912e-005; 6.5291653e-005; 0.94908506; 0.82078207
947.00000; 6.3502483e-005; 7.7720228e-005; 6.5819462e-005; 0.96479797; 0.81706506
948.00000; 6.4709139e-005; 8.0389470e-005; 6.6740339e-005; 0.96956562; 0.80494545
949.00000; 6.6040754e-005; 8.2657612e-005; 6.7959645e-005; 0.97176426; 0.79896760
950.00000; 6.9022753e-005; 8.4446846e-005; 6.9379804e-005; 0.99485368; 0.81735146
951.00000; 7.1976108e-005; 8.5324454e-005; 7.0948667e-005; 1.0144815; 0.84355779
952.00000; 7.4880738e-005; 8.5402863e-005; 7.2674853e-005; 1.0303528; 0.87679423
953.00000; 7.7419823e-005; 8.6090344e-005; 7.4613009e-005; 1.0376183; 0.89928580
954.00000; 7.9920680e-005; 8.7290612e-005; 7.6809678e-005; 1.0405027; 0.91557017
955.00000; 8.2355022e-005; 8.8791077e-005; 7.9366748e-005; 1.0376515; 0.92751462
956.00000; 8.4780607e-005; 9.2297212e-005; 8.2296712e-005; 1.0301822; 0.91856087
957.00000; 8.7187044e-005; 9.7370107e-005; 8.5613904e-005; 1.0183748; 0.89541900
958.00000; 9.0580837e-005; 0.00010060061; 8.9331885e-005; 1.0139810; 0.90040050
959.00000; 9.4324489e-005; 0.00010188808; 9.3481401e-005; 1.0090188; 0.92576573
960.00000; 9.8636254e-005; 0.00010472238; 9.8119383e-005; 1.0052678; 0.94188323
961.00000; 0.00010318317; 0.00010986604; 0.00010332421; 0.99863497; 0.93917253
962.00000; 0.00010833041; 0.00011553117; 0.00010917684; 0.99224721; 0.93767265
963.00000; 0.00011488804; 0.00012076269; 0.00011572623; 0.99275711; 0.95135373
964.00000; 0.00012118890; 0.00012525606; 0.00012286558; 0.98635354; 0.96752918
965.00000; 0.00012769094; 0.00013030342; 0.00013057583; 0.97790641; 0.97995085
966.00000; 0.00013546714; 0.00013898344; 0.00013845773; 0.97840075; 0.97469987
967.00000; 0.00014165978; 0.00015230662; 0.00014602956; 0.97007607; 0.93009607
968.00000; 0.00014624526; 0.00016617838; 0.00015273889; 0.95748545; 0.88004991
969.00000; 0.00015510407; 0.00017578827; 0.00015809576; 0.98107677; 0.88233459
970.00000; 0.00016100304; 0.00018004219; 0.00016181510; 0.99498156; 0.89425172
971.00000; 0.00016534250; 0.00017947503; 0.00016391211; 1.0087266; 0.92125628
972.00000; 0.00016821022; 0.00017447633; 0.00016470936; 1.0212548; 0.96408616
973.00000; 0.00017045645; 0.00016721437; 0.00016475072; 1.0346325; 1.0193887
974.00000; 0.00017292711; 0.00016158922; 0.00016465577; 1.0502341; 1.0701649
975.00000; 0.00017437067; 0.00016021009; 0.00016496528; 1.0570144; 1.0883876
976.00000; 0.00017472945; 0.00016289858; 0.00016605183; 1.0522585; 1.0726272
977.00000; 0.00017543053; 0.00016714278; 0.00016807446; 1.0437668; 1.0495848
978.00000; 0.00017648553; 0.00017039655; 0.00017100500; 1.0320489; 1.0357342
979.00000; 0.00017832860; 0.00017345703; 0.00017468665; 1.0208485; 1.0280852
980.00000; 0.00018180605; 0.00017850551; 0.00017889674; 1.0162625; 1.0184898
981.00000; 0.00018600657; 0.00018473638; 0.00018339614; 1.0142338; 1.0068757
982.00000; 0.00018959408; 0.00018991875; 0.00018796090; 1.0086889; 0.99829045
983.00000; 0.00019314490; 0.00019393155; 0.00019239917; 1.0038760; 0.99594366
984.00000; 0.00019665848; 0.00019781578; 0.00019655925; 1.0005048; 0.99414958
985.00000; 0.00020084092; 0.00020185125; 0.00020029710; 1.0027150; 0.99499466
986.00000; 0.00020455017; 0.00020556554; 0.00020362420; 1.0045474; 0.99506056
987.00000; 0.00020662851; 0.00020822912; 0.00020647870; 1.0007256; 0.99231321
988.00000; 0.00020874082; 0.00020985595; 0.00020887693; 0.99934839; 0.99468626
989.00000; 0.00021086399; 0.00021086399; 0.00021086399; 1.0000000; 1.0000000
