wl (nm); Emeas; Emod_sc - Retrieved values (SS = -1.116 nm, FWHM =  3.988 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS = -1.116 nm, FWHM =  3.988 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
706.00000; 0.00038539393; 0.00038423882; 0.00038597582; 0.99849243; 1.0030062
707.00000; 0.00038703147; 0.00038556288; 0.00038739341; 0.99906570; 1.0038090
708.00000; 0.00038820401; 0.00038706184; 0.00038844800; 0.99937188; 1.0029509
709.00000; 0.00038873606; 0.00038826196; 0.00038873606; 1.0000000; 1.0012211
710.00000; 0.00038871775; 0.00038873606; 0.00038794636; 1.0019884; 0.99995288
711.00000; 0.00038649653; 0.00038818033; 0.00038571491; 1.0020264; 0.99566234
712.00000; 0.00038208828; 0.00038644940; 0.00038111366; 1.0025573; 0.98871491
713.00000; 0.00037416175; 0.00038307324; 0.00037189475; 1.0060958; 0.97673684
714.00000; 0.00035708744; 0.00037601571; 0.00035553922; 1.0043546; 0.94966094
715.00000; 0.00033624279; 0.00036184885; 0.00033200697; 1.0127582; 0.92923548
716.00000; 0.00030999787; 0.00033867683; 0.00030643598; 1.0116236; 0.91532057
717.00000; 0.00029257260; 0.00031100893; 0.00028753422; 1.0175227; 0.94072090
718.00000; 0.00028197448; 0.00028919788; 0.00028197448; 1.0000000; 0.97502264
719.00000; 0.00029283341; 0.00028197448; 0.00028946737; 1.0116284; 1.0385103
720.00000; 0.00030326967; 0.00029052390; 0.00030210486; 1.0038556; 1.0438717
721.00000; 0.00031162165; 0.00030660275; 0.00030972595; 1.0061206; 1.0163694
722.00000; 0.00030712092; 0.00031673336; 0.00030829176; 0.99620216; 0.96965132
723.00000; 0.00029917314; 0.00031454431; 0.00030189973; 0.99096854; 0.95113192
724.00000; 0.00029425979; 0.00030604292; 0.00029665632; 0.99192154; 0.96149844
725.00000; 0.00029257330; 0.00029997110; 0.00029480131; 0.99244233; 0.97533831
726.00000; 0.00029354915; 0.00029852174; 0.00029520688; 0.99438453; 0.98334263
727.00000; 0.00029492158; 0.00029926945; 0.00029673268; 0.99389654; 0.98547173
728.00000; 0.00029746009; 0.00030046754; 0.00029978425; 0.99224724; 0.98999078
729.00000; 0.00030237538; 0.00030260694; 0.00030573855; 0.98899985; 0.99923479
730.00000; 0.00031162774; 0.00030741018; 0.00031547284; 0.98781163; 1.0137197
731.00000; 0.00032262772; 0.00031644371; 0.00032787747; 0.98398868; 1.0195422
732.00000; 0.00033387752; 0.00032918548; 0.00033978321; 0.98261925; 1.0142535
733.00000; 0.00034127376; 0.00034200262; 0.00034807088; 0.98047203; 0.99786885
734.00000; 0.00034527916; 0.00035063818; 0.00035236088; 0.97990206; 0.98471638
735.00000; 0.00034676553; 0.00035433653; 0.00035434961; 0.97859720; 0.97863331
736.00000; 0.00034863320; 0.00035559151; 0.00035588064; 0.97963519; 0.98043172
737.00000; 0.00035140731; 0.00035694422; 0.00035747696; 0.98302087; 0.98448803
738.00000; 0.00035426605; 0.00035857641; 0.00035905057; 0.98667451; 0.98797922
739.00000; 0.00035738129; 0.00036001923; 0.00036074948; 0.99066336; 0.99267278
740.00000; 0.00036143311; 0.00036146405; 0.00036294971; 0.99582145; 0.99991438
741.00000; 0.00036550735; 0.00036334735; 0.00036582702; 0.99912617; 1.0059447
742.00000; 0.00036960047; 0.00036614693; 0.00036891166; 1.0018672; 1.0094321
743.00000; 0.00037205446; 0.00036945490; 0.00037139784; 1.0017680; 1.0070362
744.00000; 0.00037381937; 0.00037201846; 0.00037301184; 1.0021649; 1.0048409
