wl (nm); Emeas; Emod_sc - Retrieved values (SS =  0.363 nm, FWHM =  6.481 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS =  0.363 nm, FWHM =  6.481 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
506.00000; 0.00049167788; 0.00049374720; 0.00049159505; 1.0001685; 0.99580894
507.00000; 0.00049302629; 0.00049349758; 0.00049302626; 1.0000001; 0.99904501
508.00000; 0.00049374720; 0.00049247978; 0.00049374720; 1.0000000; 1.0025736
509.00000; 0.00049312886; 0.00049250791; 0.00049370850; 0.99882594; 1.0012608
510.00000; 0.00049197719; 0.00049309231; 0.00049284541; 0.99823837; 0.99773853
511.00000; 0.00048991121; 0.00049271431; 0.00049100499; 0.99777236; 0.99431091
512.00000; 0.00048627649; 0.00049038815; 0.00048800314; 0.99646182; 0.99161550
513.00000; 0.00048196451; 0.00048643426; 0.00048376184; 0.99628469; 0.99081120
514.00000; 0.00047707979; 0.00048193492; 0.00047846028; 0.99711473; 0.98992575
515.00000; 0.00047208725; 0.00047655053; 0.00047263219; 0.99884700; 0.99063418
516.00000; 0.00046689349; 0.00046930898; 0.00046715447; 0.99944132; 0.99485309
517.00000; 0.00046331390; 0.00046265629; 0.00046306832; 1.0005303; 1.0014214
518.00000; 0.00046123107; 0.00046123107; 0.00046123107; 1.0000000; 1.0000000
519.00000; 0.00046199347; 0.00046589334; 0.00046191797; 1.0001635; 0.99162927
520.00000; 0.00046537576; 0.00047310334; 0.00046470094; 1.0014522; 0.98366619
521.00000; 0.00046963802; 0.00047901510; 0.00046855798; 1.0023050; 0.98042425
522.00000; 0.00047390619; 0.00048236809; 0.00047229649; 1.0034082; 0.98245759
523.00000; 0.00047680594; 0.00048394442; 0.00047501784; 1.0037643; 0.98524939
524.00000; 0.00047829775; 0.00048378656; 0.00047641119; 1.0039599; 0.98865447
525.00000; 0.00047857166; 0.00048075769; 0.00047679171; 1.0037332; 0.99545295
526.00000; 0.00047870813; 0.00047651458; 0.00047687875; 1.0038362; 1.0046033
527.00000; 0.00047884738; 0.00047590334; 0.00047738779; 1.0030574; 1.0061862
528.00000; 0.00047982420; 0.00048047551; 0.00047862143; 1.0025130; 0.99864445
