wl (nm); Emeas; Emod_sc - Retrieved values (SS =  1.858 nm, FWHM =  8.307 nm); Emod_sc - Nominal values (SS = 0 nm, FWHM =  3.500 nm); rho - Retrieved values (SS =  1.858 nm, FWHM =  8.307 nm); rho - Nominal values (SS = 0 nm, FWHM =  3.500 nm)
400.00000; 0.00032813602; 0.00032813602; 0.00032813602; 1.0000000; 1.0000000
401.00000; 0.00034308591; 0.00035514200; 0.00034275276; 1.0009720; 0.96605276
402.00000; 0.00035607690; 0.00036078889; 0.00035622780; 0.99957639; 0.98693975
403.00000; 0.00036774608; 0.00035586756; 0.00036757536; 1.0004644; 1.0333790
404.00000; 0.00037786176; 0.00034684412; 0.00037633389; 1.0040599; 1.0894282
405.00000; 0.00038329814; 0.00033833190; 0.00038259725; 1.0018319; 1.1329057
406.00000; 0.00038766010; 0.00033436003; 0.00038688685; 1.0019986; 1.1594092
407.00000; 0.00039107463; 0.00033989776; 0.00038993026; 1.0029348; 1.1505655
408.00000; 0.00039351850; 0.00035495456; 0.00039240745; 1.0028314; 1.1086447
409.00000; 0.00039591430; 0.00037062223; 0.00039487733; 1.0026261; 1.0682422
410.00000; 0.00039886269; 0.00038308210; 0.00039756094; 1.0032743; 1.0411937
411.00000; 0.00040173180; 0.00039573557; 0.00040045398; 1.0031909; 1.0151521
412.00000; 0.00040439533; 0.00040447389; 0.00040337457; 1.0025305; 0.99980576
413.00000; 0.00040697703; 0.00040535698; 0.00040605862; 1.0022618; 1.0039966
414.00000; 0.00040883020; 0.00040573420; 0.00040824358; 1.0014369; 1.0076306
415.00000; 0.00040995897; 0.00040995169; 0.00040972494; 1.0005712; 1.0000178
416.00000; 0.00041038430; 0.00041038430; 0.00041038430; 1.0000000; 1.0000000
417.00000; 0.00041010131; 0.00040039804; 0.00041019714; 0.99976638; 1.0242341
418.00000; 0.00040874729; 0.00038435987; 0.00040923975; 0.99879663; 1.0634494
419.00000; 0.00040669886; 0.00037188211; 0.00040762292; 0.99773306; 1.0936231
420.00000; 0.00040430197; 0.00036840354; 0.00040551727; 0.99700308; 1.0974432
